Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1417852_x_at	Clca1			chloride channel calcium activated 1	0.002299770023	130.5374543	150.782794	115.2508036	136.8716648	183.9841914	195.012393	164.7640861	131.958914	280.6859422	249.6679806	195.5410914	188.3950175	1.26671442565	1.71394229048
1420906_at	Cd2ap			CD2-associated protein	0.002799720028	159.1731294	140.6281888	135.6724516	152.6311905	137.8945855	123.8240721	140.5330844	136.3168412	228.6368286	209.2355236	200.3646238	215.1237501	0.915769496189	1.45103473649
1459917_at	Ggnbp2			gametogenetin binding protein 2	0.002799720028	113.8550916	115.3287985	115.8765639	135.8563322	113.7010684	123.572936	90.0208948	112.096234	179.7981043	174.8767883	213.962032	214.2518721	0.913653142931	1.62790906694
1429772_at	Plxna2			plexin A2	0.001399860014	135.2141195	151.1915814	155.9733784	134.3019089	84.75772738	143.9997004	74.73090042	67.01471452	187.7584465	165.099049	194.8803744	170.435966	0.642474869644	1.24535722626
1445881_at	2310035P21Rik			RIKEN cDNA 2310035P21 gene	0.002299770023	89.35304564	111.6418402	83.11016297	100.8627741	110.9637778	107.125936	109.0280092	116.2694286	154.8163467	166.7838747	251.8748039	122.4902409	1.15175119897	1.80785308481
1452030_a_at	Hnrnpr			heterogeneous nuclear ribonucleoprotein R	0.002399760024	90.32603652	107.853561	88.69021262	91.49525366	69.32164573	84.93003857	85.39122987	107.125936	200.9079719	180.0417896	222.8308235	170.5514251	0.916492782625	2.04652089789
1440771_at	Zkscan1			zinc finger with KRAB and SCAN domains 1	0.001199880012	96.26016559	97.04527051	97.37429008	100.6581376	97.30837007	96.26016559	35.66037576	86.55510459	135.4889138	147.9518576	131.5131271	178.7060913	0.806934481013	1.51700115104
1434208_at	Rnf169			ring finger protein 169	0.00199980002	76.41897489	92.61686379	91.43331361	76.47074372	72.9318457	76.31559526	59.36752236	86.26264214	117.5355196	108.1459629	153.667898	119.7844646	0.875163816906	1.48137353579
1425060_s_at	Clip1			CAP-GLY domain containing linker protein 1	0.002799720028	89.71672174	64.47830885	72.09738359	102.7926998	54.51400462	70.40934419	74.42797091	57.78163011	104.9014639	121.8287652	118.8958872	115.4069262	0.781356976984	1.4009538047
1451800_at	Gcc2			GRIP and coiled-coil domain containing 2	0.002499750025	63.01131444	72.1950491	64.0	51.18800944	49.15073208	59.93276379	57.4306904	55.03307358	125.4269015	132.4063038	117.2177305	95.35224493	0.884793285142	1.87864916904
1445843_at	Chd2			chromodomain helicase DNA binding protein 2	0.002899710029	60.09528924	34.38043754	56.50524953	59.16692448	71.22426877	42.46501928	73.67611072	64.39108256	78.78259319	92.49157165	162.9892495	119.0569475	1.19799665085	2.15714913228
1437581_at	Zfp800			zinc finger protein 800	0.002799720028	13.66082777	26.33208765	26.45715448	30.83055595	17.21350521	19.19548357	15.28022625	13.0154023	168.0303466	155.3412317	144.487913	135.3056244	0.665133645725	6.20025940859
1437127_at	A630033E08Rik			RIKEN cDNA A630033E08 gene	0.001399860014	50.87711643	37.61921919	31.82719258	42.46501928	44.85836087	47.19450543	54.84712144	60.54441594	69.36860658	87.32010742	81.88169147	69.36860658	1.27431816852	1.89165034529
1425951_a_at	Clec4n			"C-type lectin domain family 4, member n"	0.002299770023	37.16364236	25.11349648	31.27194398	22.06774026	35.87828437	43.71919707	40.00936982	25.43855822	87.97270086	68.02018383	83.50490283	55.48188888	1.25453550457	2.55135600981
1440315_at	Mbnl1			muscleblind-like 1 (Drosophila)	0.001299870013	33.94109019	47.83776226	49.25062064	37.16364236	32.30469614	31.63386656	46.33980281	29.42368429	68.43583239	58.92708517	51.46597311	60.0546062	0.830605042461	1.42029295451
1438269_at	Zbtb38			zinc finger and BTB domain containing 38	0.001899810019	33.07918993	42.81136707	48.16268776	48.72009361	35.34795874	31.10304667	40.60963063	27.29392555	60.91438258	65.97945701	58.52957915	50.70524206	0.777634806722	1.36669617562
1418078_at	Psme3			"proteaseome (prosome, macropain) 28 subunit, 3"	0.003099690031	24.55872912	29.40378556	31.01895115	38.33903183	38.88791552	35.63623456	43.3361775	31.84873133	40.33566119	51.01508481	59.68986145	61.53601012	1.21398357735	1.72377359485
1436904_at	Med13			mediator complex subunit 13	0.003099690031	6.763701541	11.3367091	11.65574245	11.36359961	9.165979125	9.958427849	8.783317772	6.43542309	13.390742	13.20621378	16.70838052	25.31830644	0.835198306899	1.66887294384
