Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1450915_at	Ap3b1			"adaptor-related protein complex 3, beta 1 subunit"	0.000199980002	634.1120578	596.6342549	612.1803809	630.6872685	564.4198827	492.288081	584.6405151	528.9087381	918.8910464	936.4732664	1121.22492	871.6335995	0.877362939469	1.55570872871
1460729_at	Rock1			Rho-associated coiled-coil containing protein kinase 1	0.000199980002	664.8813038	700.9292406	656.8294482	655.940889	363.0201955	509.924908	501.7076061	491.6221134	927.6405013	996.6464472	911.4571356	829.0486765	0.6967401417	1.36818446879
1437158_at	Nipbl			Nipped-B homolog (Drosophila)	0.000199980002	452.6543473	436.9983433	456.3459128	511.3073661	379.6060039	304.8494219	368.9659824	372.4791859	908.9927642	897.9846663	930.1554287	910.2241159	0.767725198495	1.96378896907
1455836_at	Papola			poly (A) polymerase alpha	0.000199980002	536.843959	421.8841275	438.1833938	456.3459128	350.9393713	322.6852895	374.5015813	315.3436342	641.0170853	590.2073185	823.4555698	637.5550026	0.73571533095	1.45270429581
1418431_at	Kif5b			kinesin family member 5B	0.000499950005	394.2718776	411.7277849	407.2926586	477.8423792	320.9427142	397.4875877	359.1097467	278.7923183	654.167375	603.1311759	612.1803809	607.2277868	0.802025034824	1.4645236232
1443017_at	Cpeb2			cytoplasmic polyadenylation element binding protein 2	0.000199980002	417.9049393	299.1258954	404.5448931	457.58343	240.5438326	236.0278026	238.5979769	287.2207164	642.7549476	1032.352534	765.4041961	458.2032877	0.634762065336	1.8356065955
1417069_a_at	Gmfb			"glia maturation factor, beta"	0.000199980002	486.9851603	405.0929031	446.5673609	455.7285678	332.890987	373.4890147	368.9659824	324.877045	613.8400639	505.7995699	548.599311	556.0770553	0.78034068442	1.23960557269
1448273_at	Gss			glutathione synthetase	0.000199980002	367.9683829	334.6986682	419.0382124	320.5085427	181.3873456	178.3436452	268.4219795	275.4160833	508.5458353	518.2764391	474.618656	425.9012046	0.626515326449	1.33637753758
1423198_a_at	Smek2			"SMEK homolog 2, suppressor of mek1 (Dictyostelium)"	0.000399960004	368.9659824	340.1803504	320.0749585	294.3057665	287.2207164	317.0560289	233.9598242	254.1009572	456.9644109	390.5531266	387.918293	461.315194	0.825323154719	1.28199194304
1428432_at	Zcchc24			"zinc finger, CCHC domain containing 24"	0.000599940005999	128.2602221	181.2645508	132.7652707	136.9642914	90.75504887	128.347021	127.7403059	116.5058026	215.4153132	232.853862	278.0385276	209.0940212	0.799904550339	1.61483767575
1457264_at	Phf20l1			PHD finger protein 20-like 1	0.000799920007999	176.0645931	166.7838747	119.5414386	128.347021	119.8655276	116.3481935	82.10368103	79.80233196	278.4151678	215.1237501	214.6874429	190.7044899	0.673937442581	1.5217109495
1417612_at	Ier5			immediate early response 5	0.000199980002	138.6432915	99.17028523	109.1757022	98.10202422	84.87260184	91.68126213	88.03229657	85.68067852	206.2824106	198.8782918	166.4454935	248.3197156	0.786955028285	1.84215217349
1418470_at	Yes1			Yamaguchi sarcoma viral (v-yes) oncogene homolog 1	0.000299970003	107.4891328	133.3958524	100.0467852	117.2177305	68.85402083	87.08401384	99.6413042	105.9719769	159.6046639	160.4713571	141.2961161	148.9567819	0.789155756057	1.33216104743
1439158_at	Tlk1			tousled-like kinase 1	0.000499950005	48.03246687	43.98635043	53.41814601	50.09115596	37.54292107	45.34683639	33.62095967	42.52254381	74.83213337	89.11145546	77.09444467	69.13421586	0.813352378848	1.58633065422
1425075_at	Gatad2b			GATA zinc finger domain containing 2B	0.000199980002	53.92678048	61.61941155	53.74456641	61.36963084	27.98614754	21.83002685	30.581134	18.15905221	61.91203606	61.82828143	105.3997036	92.86795749	0.427279087266	1.39602633805
1421035_a_at	Magi3			"membrane associated guanylate kinase, WW and PDZ domain containing 3"	0.000999900009999	53.5992534	55.97229508	40.28109509	53.56296802	20.58156811	47.41866035	35.03825448	36.96295007	61.0382206	67.46989446	61.91203606	61.70288325	0.688253138074	1.23944781032
1424687_at	Heatr6			HEAT repeat containing 6	0.000699930006999	21.87440697	25.23277549	45.53137112	38.10617774	17.98777702	19.6956483	22.70413236	12.97143333	78.46323972	72.24395649	91.86758508	92.49157165	0.56108563817	2.56275223909
1426287_at	Atxn7			ataxin 7	0.000199980002	34.40370417	35.37188013	30.2926944	30.31321571	23.45393358	24.54212047	28.06202082	21.33335552	37.16364236	38.13199217	42.03604403	36.14642345	0.746972803393	1.17714636348
1436257_at	Ss18			"synovial sarcoma translocation, Chromosome 18"	0.000599940005999	28.32922049	30.04764462	32.67857118	32.39227745	15.45707036	27.72218372	19.74904519	28.67649906	43.77842054	36.29354311	33.43939869	49.25062064	0.74205342128	1.31846899427
1452361_at	Rnf20			ring finger protein 20	0.000199980002	20.19516461	42.03604403	20.27734695	20.26361968	12.21305314	20.01822289	8.606752604	9.376204266	52.41522406	59.08688343	62.29040295	49.71957296	0.488597548588	2.17483071476
1441370_at	Tmcc1			Transmembrane and coiled coil domains 1	0.000199980002	29.2054154	27.72218372	28.19530414	25.14751606	21.65341998	14.8720436	10.44871773	9.748336149	72.78387717	44.34510631	41.41467035	42.78238482	0.514394683622	1.82574837288
1442604_at	Ercc6			"excision repair cross-complementing rodent repair deficiency, complementation group 6"	0.000199980002	23.46980581	20.38744387	23.2957036	22.99802393	12.56099635	14.47477482	17.92701025	18.67007736	28.3867937	24.16298859	26.96339024	24.32709252	0.705847687394	1.15184846869
1454315_at	3300002A11Rik			RIKEN cDNA 3300002A11 gene	0.000599940005999	17.23682319	13.9410759	11.9634866	17.33041143	11.55361964	12.984603	11.35974858	11.58887004	24.92718388	17.80606719	26.34992591	44.97997643	0.785272532347	1.88622066554
