Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	Pvalue	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	D3T(fold-change)	C3(fold-change)
1460674_at	Paqr7			progestin and adipoQ receptor family member VII	0.003199680032	254.1009572	300.7502236	361.0598023	276.5368635	195.4088503	347.159057	211.5139491	222.0778968	120.2719163	104.9724549	113.0104991	177.5005888	0.818618404137	0.432518252744
1452768_at	Tex261			testis expressed gene 261	0.00199980002	212.9506023	178.5852354	174.286015	170.0901752	269.5144846	270.6112487	192.7811256	200.5003577	111.3399863	125.0877759	163.4311299	170.0901752	1.26836793151	0.774479891199
1424118_a_at	Spc25			"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"	0.002699730027	100.3180917	187.1241561	178.3436452	111.7174702	271.7126644	238.1138949	233.0116052	150.0700217	106.9085925	98.36798875	62.67103873	69.98170941	1.54615235702	0.585155604147
1439465_x_at	Agbl5			ATP/GTP binding protein-like 5	0.000199980002	108.2192247	118.8153975	92.93086942	200.0935704	258.0879546	263.739345	315.3436342	215.5610935	53.78093753	55.0703167	51.08419153	53.78093753	2.02425475139	0.410946369168
1420983_at	Pctp			phosphatidylcholine transfer protein	0.000199980002	77.77583104	76.99015126	77.14661761	86.08762729	129.3938286	175.5885548	111.2646889	89.41357645	54.1462305	58.7280162	76.73000799	59.24707395	1.59012669017	0.782550788819
1436438_s_at	Dcaf5			DDB1 and CUL4 associated factor 5	0.001299870013	107.4163653	95.93491055	84.75772738	80.94482818	88.87051849	78.99618078	74.47839096	74.37763655	58.64852825	70.83959211	59.36752236	55.33187856	0.858201974411	0.661658274477
1435234_at	Ncoa2			nuclear receptor coactivator 2	0.000899910008999	87.14300752	100.5219672	72.58708623	88.09193266	67.28747131	68.90061714	81.16427781	71.17605168	64.04335579	67.79034933	52.48622746	53.56296802	0.82828589909	0.682896518854
1430863_at	4933411B09Rik			RIKEN cDNA 4933411B09 gene	0.000199980002	56.0101738	85.16029251	88.39053582	63.31059284	54.5878511	51.64046191	53.70818265	51.18800944	38.13199217	49.38417829	46.59140721	50.91158233	0.720877369899	0.631741565852
1437064_at	Ar			androgen receptor	0.000199980002	26.78148401	23.69327954	23.10723928	36.21990859	64.13011104	63.7406135	60.0546062	79.85639279	15.57786915	9.801272048	14.61260007	22.55096085	2.4387710566	0.569595750285
1425219_x_at	Gngt1			"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"	0.000999900009999	21.20378629	16.95905645	16.26205867	16.62939757	28.11907049	36.71358265	45.1019217	21.03224576	12.53127235	15.97835519	15.03908616	15.84372873	1.84319347992	0.835874018639
1419288_at	Jam2			junction adhesion molecule 2	0.001699830017	12.50161869	7.794205664	6.236017601	10.54820785	4.648602284	7.707638988	4.637601959	4.647030134	4.645455294	4.636033528	4.631328208	4.634462415	0.583625790116	0.500195645436
