Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol
1416108_a_at	Tmed3			transmembrane emp24 domain containing 3	615.5042465	975.290369	1070.782685	770.6030041	1003.415212	939.0121402	1182.012847	661.2907906	363.0201955	591.0068329	479.1378583	382.7020981	955.6847584	1050.681728	1196.504411	856.4279088
1416110_at	Slc35a4			"solute carrier family 35, member A4"	23.78971363	20.59551076	26.08372483	17.22515428	16.70838052	17.63812133	16.64066289	26.42136322	16.73101424	16.73101424	18.89894768	42.86936077	6.802726087	15.15660785	11.18047828	23.77360857
1416114_at	Sparcl1			SPARC-like 1	103.7714667	96.3905628	62.0799289	62.1219409	62.0799289	59.04688305	100.385981	122.4074028	60.74968403	54.182911	67.6986425	59.20696513	39.87418151	33.39413871	50.22699297	16.11957721
1416125_at	Fkbp5			FK506 binding protein 5	292.3202576	383.7396422	274.2996555	229.5672449	448.9923332	448.9923332	318.7775013	351.8908035	496.9755272	486.3263665	921.3822531	1017.091671	450.8194657	463.8202506	407.2926586	320.0749585
1416147_at	Hspa4			heat shock protein 4	420.7434494	293.9076295	425.9012046	413.9632826	307.335796	253.7572093	384.259735	169.1716488	284.5116662	182.4957429	187.5044468	291.9248065	521.7966964	643.6256447	509.2350813	452.0419963
1416149_at	Olig1			oligodendrocyte transcription factor 1	41.80901067	78.78259319	47.93501571	92.36644899	14.0690499	12.36276893	16.56200005	65.84563955	20.81978117	41.55508149	41.41467035	25.82023095	41.49886575	41.55508149	24.0650414	28.77372306
1416150_a_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	2796.138292	2591.982029	3124.435841	3407.221445	3094.94917	2796.138292	3128.6618	3128.6618	1390.521176	1808.164225	1860.313436	1840.267787	3000.069069	2412.528048	2428.904413	2792.361481
1416151_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	151.6015822	171.4774431	237.7917743	242.9987361	247.4806641	192.1298675	273.1879426	225.2572921	79.53274169	96.65195438	104.193755	114.4732738	212.6625226	184.732898	206.5618476	173.9324131
1416152_a_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	344.8172168	364.497725	434.6384509	419.6058554	421.8841275	330.6453953	483.0457416	408.9500982	213.3835277	194.6167401	214.9782656	193.8279752	458.2032877	378.0674934	421.8841275	419.6058554
1416154_at	Srp54a /// Srp54b			signal recognition particle 54a /// signal recognition particle 54b	15.47277437	22.21762962	11.23738152	20.55372535	25.59400472	26.33208765	55.48188888	29.1461617	41.02404942	30.89323401	39.28476431	22.88930892	31.08201221	29.9663819	38.46901541	11.40984272
1416158_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	62.84094627	47.96745528	59.20696513	87.7942774	65.57872738	72.24395649	76.67806365	112.476282	123.4892802	159.0654834	148.0520852	143.9997004	70.83959211	48.62128104	52.6641753	61.66111191
1416159_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	750.017787	591.8074304	663.0836169	775.8365859	479.7869143	550.8321667	726.040391	715.3086116	864.5820057	950.5231804	1067.891975	851.8024091	452.0419963	333.7937196	306.920032	437.590619
1416160_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	62.54388795	33.46202849	27.07311525	63.13941549	59.52847373	56.20006913	72.43981717	71.12791654	74.22673472	107.9265498	117.8541703	87.85369134	31.22963927	32.52411735	27.98614754	16.57320823
1416164_at	Fbln5			fibulin 5	103.1412053	101.4104841	111.4908111	69.32164573	56.50524953	31.33551937	136.8716648	102.7231117	55.63234447	67.65281218	66.02415375	63.7406135	44.43525924	46.93961162	55.63234447	41.21889716
1416178_a_at	Plekhb1			"pleckstrin homology domain containing, family B (evectins) member 1"	258.7876572	323.9986519	423.6012393	343.8846716	172.9930178	182.2488625	195.5410914	275.0435003	170.435966	219.9832702	224.3441882	166.4454935	261.6056701	251.1936179	280.6859422	269.8795778
1416181_at	Mesdc2			mesoderm development candidate 2	1209.529298	1362.565625	1419.040451	1364.408564	1357.042323	1221.05291	1282.035059	1239.368937	744.9583718	885.9097962	922.630388	841.4868988	1239.368937	1338.795601	1222.704446	1151.996006
1416190_a_at	Sec61a1			Sec61 alpha 1 subunit (S. cerevisiae)	287.6097951	246.9785604	262.67025	278.7923183	274.2996555	243.8225923	306.920032	265.8904223	245.3125104	206.1427625	314.9170372	228.3275286	105.2570459	80.67132238	133.6670442	50.19299052
1416192_at	Napa			N-ethylmaleimide sensitive fusion protein attachment protein alpha	60.5853888	79.91049023	64.39108256	60.33984143	93.24593964	80.72597189	110.4392358	72.09738359	65.35714235	72.24395649	97.83677881	79.31764839	53.8538283	80.45320559	80.01873963	65.97945701
1416193_at	Car1			carbonic anhydrase 1	128.2602221	55.03307358	70.07650896	76.7819343	53.5992534	79.85639279	94.19750874	86.90733254	75.39139699	60.66750183	106.6917638	92.24149561	48.42418961	48.95149446	46.1832245	62.84094627
1416199_at	Kifc3			kinesin family member C3	244.3181106	296.7061458	313.2164122	304.4370214	309.0044919	207.5429333	308.1690145	331.990926	147.4520429	193.9591465	177.6207106	171.361357	294.3057665	255.3078346	262.3149095	274.2996555
1416205_at	Glb1			"galactosidase, beta 1"	80.50770734	81.3843788	69.13421586	69.69807956	104.3348993	120.7614354	131.6021273	76.99015126	77.61803474	102.1683831	98.90215148	104.9724549	75.18755591	86.4965089	62.71345077	98.16848188
1416214_at	Mcm4			minichromosome maintenance deficient 4 homolog (S. cerevisiae)	64.56565331	68.52853783	64.04335579	46.81269766	66.02415375	58.37132856	58.37132856	49.78692474	44.76734952	32.41422108	32.50209932	47.54721714	60.95564806	104.2643394	58.41083081	58.37132856
1416216_at	Reps1			RalBP1 associated Eps domain containing protein	257.3901439	204.8907438	190.7044899	198.3405705	187.5044468	173.6971172	242.5057256	218.9433772	210.5140918	214.8327306	226.7871362	205.7245276	146.3581221	142.4485375	156.3963464	106.11553
1416222_at	Nsdhl			NAD(P) dependent steroid dehydrogenase-like	2766.00874	2478.737875	2206.31031	2638.002104	2161.968818	2758.541558	2458.68296	2975.796179	3347.759095	3606.565725	3833.110837	3874.837248	3720.626873	2536.441199	2857.365747	3124.435841
1416235_at	Lrrc59			leucine rich repeat containing 59	105.1146541	112.4001383	131.958914	147.1528833	104.4055793	115.5632602	141.2961161	85.44901758	88.7502944	80.89008658	85.39122987	65.1804316	153.7718913	175.1136822	121.0888319	153.460016
1416236_a_at	Mpzl2			myelin protein zero-like 2	1355.209333	1303.034891	1932.188323	2251.576843	1883.121016	1862.829605	2112.769991	2360.832547	1940.052529	3253.935638	3231.974276	3514.978136	2048	1929.565096	1473.866359	1817.991829
1416250_at	Btg2			"B-cell translocation gene 2, anti-proliferative"	246.1440405	227.248191	228.6368286	83.73129308	222.0778968	304.4370214	384.259735	88.33075881	66.20315192	109.0280092	61.32812761	96.97957324	169.7452037	254.2729176	196.0712231	193.0422733
1416251_at	Mcm6			"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"	98.83519714	57.15920715	141.2961161	61.32812761	66.6076972	55.97229508	119.2989884	42.32153354	70.07650896	87.67550925	52.3088809	55.82092012	93.43544247	268.7857791	183.4866131	64.56565331
1416258_at	Tk1			thymidine kinase 1	111.7931515	101.5478581	96.12994478	88.27096105	81.1093878	90.32603652	97.50619652	119.6224201	79.80233196	98.70149283	113.1635868	153.8760616	66.20315192	64.8723142	57.19792875	57.89909929
1416265_at	Capn10			calpain 10	283.3583684	155.026066	149.2596088	178.1023818	116.9008006	186.3656288	171.9423358	197.4029857	177.0205451	282.9750411	245.6448189	208.1056033	171.7097321	155.9733784	106.2592776	155.7623775
1416273_at	Tnfaip2			"tumor necrosis factor, alpha-induced protein 2"	90.69367279	40.83015106	33.62095967	45.31613769	51.57060266	83.053957	90.38722646	112.7048664	37.64470373	60.42157978	32.28282665	29.62353698	58.64852825	63.3534816	83.44842989	90.2038434
1416303_at	Litaf			LPS-induced TN factor	2963.733478	2455.361958	2348.086759	2221.302255	2991.970012	3236.368118	2567.538154	2224.306679	1613.804385	1553.772966	1653.617676	1743.269616	2109.916222	2389.776527	2276.087019	2310.244774
1416308_at	Ugdh			UDP-glucose dehydrogenase	10580.64532	10104.63788	12805.97963	10270.15262	12130.99276	10623.70963	10930.10773	11919.367	16119.95393	15003.9007	12702.36931	15604.66754	19910.61275	17770.41804	21683.34933	17722.32176
1416318_at	Serpinb1a			"serine (or cysteine) peptidase inhibitor, clade B, member 1a"	195.5410914	60.42157978	56.23814098	140.1530179	16.9705451	129.3938286	183.7351702	136.6865047	214.3970136	382.7020981	143.2219694	147.4520429	69.18104974	120.7614354	227.4021367	83.95835529
1416332_at	Cirbp			cold inducible RNA binding protein	159.7127856	66.78827742	24.44263642	100.8627741	70.07650896	105.3283506	98.16848188	137.5217501	99.43914592	169.2861342	202.4094728	190.7044899	60.0546062	39.90116598	62.29040295	68.25075025
1416347_at	Men1			multiple endocrine neoplasia 1	192.7811256	197.5367132	189.4180494	169.6302903	167.3493341	165.995463	206.7016364	211.2278129	71.75656874	153.7718913	186.7445074	135.9482717	122.24181	100.2501788	93.05675665	107.2710524
1416350_at	Klf16			Kruppel-like factor 16	7.041671862	5.254505504	6.160498087	6.196046623	6.20234166	5.234979908	6.067381387	5.60919213	9.988811279	11.36359961	6.133450839	14.37225966	6.10859249	6.21494662	6.168843302	6.200239739
1416360_at	Snx18			sorting nexin 18	20.93282327	22.61209879	18.95019777	27.74094444	27.64722928	27.64722928	26.61882529	30.45719129	33.66650373	43.18974819	53.16563065	34.94351906	31.20849757	27.23854999	27.07311525	27.74094444
1416362_a_at	Fkbp4			FK506 binding protein 4	917.6479701	1426.753117	1479.865146	1227.680979	1252.869122	1119.710455	1377.398218	1089.794198	760.2409884	772.6921869	954.3919075	815.6887815	1369.961847	1256.260553	1066.442156	1029.558435
1416368_at	Gsta4			"glutathione S-transferase, alpha 4"	2567.538154	1592.105254	2242.449841	2075.912615	1054.958111	1555.885307	2367.223158	2242.449841	4046.39095	2648.739044	2688.489273	1549.578364	3911.727074	3901.166884	4702.525332	3379.654376
1416374_at	Ap3m1			"adaptor-related protein complex 3, mu 1 subunit"	205.4462234	304.4370214	314.0655736	261.6056701	338.3432977	342.0276146	338.8016287	232.2242785	453.8815391	368.466845	563.6563351	486.3263665	450.2095969	376.0258413	289.5631087	326.6412085
1416375_at	Ap3m1			"adaptor-related protein complex 3, mu 1 subunit"	219.8343469	303.2031644	337.8855867	349.5170442	276.9114695	342.0276146	336.0606933	279.1699796	489.6296112	318.3462589	806.9021927	526.7651164	420.1742674	241.8500457	300.7502236	194.7485802
1416376_at	Tmem97			transmembrane protein 97	1216.103244	937.7418441	917.6479701	906.5350558	920.1358067	1103.155155	1026.779015	1039.360196	1100.177051	1261.373663	1327.963704	1448.154688	1185.220689	989.9226562	997.9965375	1072.238405
1416377_at	Pdcd7			programmed cell death 7	124.5808059	137.3357106	123.572936	113.316882	109.3235952	99.17028523	133.3958524	126.8786047	83.5614719	77.56554299	144.487913	114.7836225	84.35712372	84.4142116	63.91342076	85.27571257
1416378_at	Pnkp			polynucleotide kinase 3'- phosphatase	103.9120389	81.21926126	64.74074221	70.93560293	57.19792875	64.17351048	77.46061228	50.77392906	23.45393358	49.71957296	60.50342885	38.80901737	60.87314503	39.90116598	38.15779763	51.6754091
1416391_at	Ptcd1			pentatricopeptide repeat domain 1	58.13471429	82.2149014	89.47408624	65.84563955	60.46251142	68.9939522	53.81737058	41.24682025	48.72009361	46.46543471	58.7280162	59.12686992	31.87030675	30.74719719	31.56970775	24.14663084
1416410_at	Pafah1b3			"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"	61.91203606	61.91203606	59.52847373	62.0379023	69.98170941	83.27912469	65.57872738	63.6112927	61.49439437	62.1219409	60.66750183	70.12398118	62.0799289	57.97753133	62.37478359	60.74968403
1416411_at	Gstm2			"glutathione S-transferase, mu 2"	662.186597	503.0677863	641.0170853	512	753.0704366	888.3115874	993.9510544	794.9751754	1030.958111	989.9226562	1667.105858	833.55004	2001.408576	1880.564404	1600.747454	900.4191937
1416416_x_at	Gstm1			"glutathione S-transferase, mu 1"	9278.590831	9104.348074	9481.765514	9834.731838	8589.509298	10523.52197	12650.87893	16697.44799	20291.52959	20820.2533	21420.72961	15415.67029	28774.4354	30211.49591	26709.77125	30581.89107
1416418_at	Gabarapl1			gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1	4073.886298	3582.224402	3365.954594	3049.210428	3214.525322	4509.24443	3970.431252	3543.64901	6049.079894	6963.659759	5816.195306	6274.261743	4394.733602	3356.844517	3986.591315	4035.467218
1416432_at	Pfkfb3			"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	35.2046721	164.2073621	164.5411932	82.82934069	71.61098469	73.42716531	56.20006913	91.80545661	343.8846716	238.2750362	784.2848924	823.4555698	172.4086084	263.3825582	106.4753011	109.3976548
1416454_s_at	Acta2			"actin, alpha 2, smooth muscle, aorta"	429.3748858	87.49762788	335.6060702	70.93560293	117.6151422	73.327833	293.9076295	91.06274225	78.9427023	72.48889038	248.8243734	79.58656472	117.2970565	81.21926126	111.5663388	65.57872738
1416461_at	Caprin1			cell cycle associated protein 1	6805.191289	7421.113723	7718.260383	7381.04822	8394.100378	8451.079964	7686.973609	7321.329805	4576.915686	4728.051386	5191.011613	3917.045035	6926.015976	6823.659771	6605.490594	5722.46096
1416462_at	Caprin1			cell cycle associated protein 1	5855.716528	6325.439463	6659.370072	5895.465434	7068.115991	7135.406964	6632.375621	5935.525299	3965.068295	4035.467218	4371.007081	3338.721406	6316.895541	6016.421801	6000.138137	5562.084704
1416470_a_at	Rpn1			ribophorin I	1024	1329.759842	1566.446737	1257.968429	1438.380847	1347.883414	1549.578364	1342.428933	873.9966865	759.2120077	826.8065456	899.2011061	1097.199382	1227.680979	1198.122744	1198.122744
1416481_s_at	Higd1a			"HIG1 domain family, member 1A"	279.5481525	371.9752959	373.9949553	280.3060358	296.3047615	322.6852895	358.1387962	259.1382196	205.5853996	199.9582506	211.8006197	226.7871362	275.4160833	360.0835792	273.1879426	229.8783836
1416484_at	Ttc3			tetratricopeptide repeat domain 3	215.2694823	130.6258849	150.2733115	120.1092124	215.7071219	202.4094728	281.8281676	214.2518721	302.3831628	251.8748039	257.3901439	239.8934572	231.4396121	148.4534694	215.9993259	181.7559773
1416488_at	Ccng2			cyclin G2	1139.59067	1646.914564	1532.881014	741.9386053	1415.209576	1229.34148	1355.209333	987.246132	723.0978117	684.9818732	573.6643281	574.4414328	1115.171592	1522.545893	1687.533001	958.2757166
1416511_a_at	Cdc42ep4			CDC42 effector protein (Rho GTPase binding) 4	127.2225854	133.1253031	166.8968598	236.1875322	200.5003577	188.7780217	202.6836634	212.9506023	191.4806768	208.9524696	299.9370639	301.1576299	201.3162752	133.0351805	104.8304481	187.7584465
1416517_at	Pnpla6			patatin-like phospholipase domain containing 6	114.0864782	125.9374019	148.7552731	124.1598578	81.77092187	103.7012159	112.476282	104.5470106	47.09875437	77.46061228	82.10368103	45.99604786	94.38901086	131.958914	82.71728911	122.1590553
1416525_at	Spop			speckle-type POZ protein	1301.265831	1308.338377	1266.507583	1257.968429	1526.66732	1622.564372	1776.620712	1360.725175	1803.282863	1649.1421	1862.829605	1491.936068	2273.012653	1890.785512	1987.900731	1719.829701
1416532_at	Trrap			transformation/transcription domain-associated protein	204.3367661	189.0337467	193.9591465	206.1427625	141.6791842	189.931581	207.4024318	195.9386235	189.5462363	226.633764	220.7290953	182.3721977	175.7073827	135.397285	132.4960004	141.4875205
1416534_at	Dpf2			"D4, zinc and double PHD fingers family 2"	110.5140511	145.5677543	128.2602221	127.8268415	115.1727816	103.5609289	125.0877759	156.9264794	79.85639279	98.76835659	134.3019089	106.2592776	100.1823119	73.12957132	48.62128104	81.88169147
1416537_at	Creld1			cysteine-rich with EGF-like domains 1	336.0606933	480.4368496	671.2121403	362.038672	302.3831628	329.7511773	381.6673592	350.4646203	176.0645931	327.9704445	342.9548862	347.6293302	389.4971603	471.4166814	391.6119557	473.3353958
1416549_at	Slc35b4			"solute carrier family 35, member B4"	43.60099036	55.14491677	62.88347328	38.39096715	44.04596633	46.40257624	45.28549117	38.62556149	27.03649072	29.28459424	35.56395827	29.38387991	60.66750183	49.75325469	38.4169745	38.36500399
1416551_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	1442.284442	1311.879959	1932.188323	1373.679761	1018.470163	1347.883414	1214.452207	991.2636383	466.9706285	564.4198827	676.6865954	453.2675279	1207.895558	916.4065753	1047.83802	1091.275764
1416563_at	Ctps			cytidine 5'-triphosphate synthase	119.7033734	126.5354662	155.131086	149.2596088	181.1419647	119.2182259	131.7803999	140.4379469	128.4339676	146.0612832	139.1133438	120.0279846	236.3475337	288.3895344	174.0501202	288.3895344
1416590_a_at	Rab34			"RAB34, member of RAS oncogene family"	156.9264794	175.7073827	157.0327868	163.4311299	152.6311905	170.0901752	115.0169758	201.7255482	162.9892495	242.8342319	126.6211857	217.3192255	185.2337276	221.7774697	151.6015822	163.2100402
1416595_at	Mrps22			mitochondrial ribosomal protein S22	1890.785512	1913.953415	1977.168347	1800.834643	1579.223885	1526.66732	1572.822336	1280.303384	1364.408564	1144.228921	1322.580665	1159.823854	1386.75768	1304.797312	1327.963704	1322.580665
1416600_a_at	Rcan1			regulator of calcineurin 1	371.9752959	707.6033167	732.9535693	402.3602569	359.5962087	308.5864704	334.2458876	311.9467568	283.7424117	410.6145672	545.6367475	383.220519	529.6252154	786.4117133	401.2723669	337.4284949
1416614_at	Eid1			EP300 interacting inhibitor of differentiation 1	178.1023818	140.4379469	150.8849394	163.6525191	249.6679806	213.0948623	253.2423714	291.1355087	232.5388572	258.7876572	252.557662	268.0588581	233.9598242	258.7876572	218.6471904	229.5672449
