Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4
1416150_a_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	2955.726122	2943.746043	3289.365824	3626.139595	2422.343088	2543.324799	3591.938367	3591.938367	1469.881748	1921.747571	1953.222558	1945.305803
1416151_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	136.501542	167.0098129	205.1683045	227.710134	145.7649452	183.2384082	215.5611122	235.0710597	69.74526825	93.43547083	96.848396	111.8688113
1416152_a_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	359.5963022	387.9183938	472.6949446	443.5548626	275.0434288	315.3436889	481.0877486	417.3396334	233.011575	200.500349	233.6433334	217.3192066
1416158_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	62.2482312	51.64045074	58.88722616	92.55420056	89.35306503	80.94483873	96.97959845	68.5749317	129.6568563	158.4207155	151.396443	159.3887783
1416159_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	801.4587036	636.692573	688.7011973	823.4554984	794.9749688	831.2961674	1003.415299	732.9536328	930.1555093	971.3370119	1155.12089	881.1251435
1416160_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	63.22494076	36.71358744	25.66340378	60.62643141	51.43114306	41.63955695	80.50768993	55.33188097	77.8811955	105.3283506	129.832505	91.18611074
1416164_at	Fbln5			fibulin 5	103.5609244	76.1607913	85.62272673	69.41557518	59.60911041	48.65419138	72.48886525	72.24394086	50.39726153	63.26775233	56.0101811	53.63553318
1416178_a_at	Plekhb1			"pleckstrin homology domain containing, family B (evectins) member 1"	233.8015404	257.3900547	327.5267091	300.7501976	324.4375231	385.8234108	309.4231868	318.7775565	152.2185107	174.5220633	183.7352179	136.9643151
1416181_at	Mesdc2			mesoderm development candidate 2	1273.38515	1357.042323	1413.291896	1377.402399	1138.046467	1254.562605	1100.173719	1112.153825	753.0702409	864.5822305	971.3370119	843.7683281
1416192_at	Napa			N-ethylmaleimide sensitive fusion protein attachment protein alpha	65.62314414	85.62272673	64.26045875	55.44435782	96.91397505	113.7010339	124.412219	86.61370624	67.65281804	76.52252109	89.89907554	85.39120768
1416199_at	Kifc3			kinesin family member C3	209.8028732	259.8408371	276.1627642	245.6447658	233.011575	234.2768048	265.8903301	264.454369	118.9763694	181.2645665	156.6081654	141.5833507
1416205_at	Glb1			"galactosidase, beta 1"	84.18596398	77.14663098	68.66783152	72.68540251	131.6021331	136.2246288	124.2439033	96.71737105	88.51029944	101.5478317	109.0279857	96.4558527
1416222_at	Nsdhl			NAD(P) dependent steroid dehydrogenase-like	2777.272706	2543.324799	2242.448877	2623.763338	5442.88655	5290.324968	5025.04876	6181.537495	3311.707133	3467.705415	3766.232242	3710.561697
1416235_at	Lrrc59			leucine rich repeat containing 59	79.85638936	78.72926612	109.175688	130.8914057	84.81514516	88.57023245	111.4153877	102.5841523	61.78645731	64.34751367	67.01472614	55.10761129
1416251_at	Mcm6			"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"	101.410449	48.85219778	122.8223829	50.91157792	162.5485147	228.0186174	153.771938	105.2570778	70.02910834	94.13378011	45.96490768	56.81204776
1416303_at	Litaf			LPS-induced TN factor	2841.931863	2269.938507	2188.464293	2095.680587	2170.759798	2409.261039	2121.37102	1982.527277	1489.916362	1384.881558	1473.867002	1568.570198
1416308_at	Ugdh			UDP-glucose dehydrogenase	9637.044156	9141.423541	12430.20527	9559.081263	8405.450214	7887.281945	10609.33699	10856.33858	15710.62691	13500.2933	11632.38561	14040.86066
1416318_at	Serpinb1a			"serine (or cysteine) peptidase inhibitor, clade B, member 1a"	198.2063503	63.09667988	53.27369944	161.8896775	386.8694842	580.6965389	579.126368	375.5169906	229.4119726	436.4072473	166.3328933	130.7143244
1416347_at	Men1			multiple endocrine neoplasia 1	172.0587931	177.3804406	169.1716195	138.1748813	139.1133619	125.0877651	120.353377	129.3062714	53.56297036	125.85214	122.4073922	113.7780243
1416360_at	Snx18			sorting nexin 18	20.45656756	22.15755152	19.31278576	27.42355597	21.24688867	26.22535915	27.03648956	20.26362408	34.28746585	42.23568736	51.43114306	36.12197043
1416362_a_at	Fkbp4			FK506 binding protein 4	908.9927642	1446.195503	1510.224048	1241.048473	1153.558137	1242.72975	1224.360337	1244.413297	771.6468216	806.9021927	976.6112758	827.9267803
1416374_at	Ap3m1			"adaptor-related protein complex 3, mu 1 subunit"	186.3656531	263.7392992	279.1699796	262.6703183	253.2423714	347.6293904	343.8847312	266.250537	415.0857588	334.6986102	516.1758198	421.3134024
1416376_at	Tmem97			transmembrane protein 97	1217.748086	956.9791948	947.9531011	947.9531011	1673.88463	1769.422061	1269.941988	1485.887711	1094.232147	1299.50818	1331.564179	1413.291896
1416410_at	Pafah1b3			"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"	61.0795356	60.79080634	55.40684017	60.87316086	97.17673549	117.854201	95.74031768	70.74377252	61.53602612	61.28660996	60.95562694	70.17146124
1416411_at	Gstm2			"glutathione S-transferase, mu 2"	628.9820345	504.4318725	665.7820894	498.3230509	2908.096403	3197.166428	1349.713512	2053.552691	1007.498866	1030.954988	1878.02428	881.1251435
1416416_x_at	Gstm1			"glutathione S-transferase, mu 1"	7154.759214	7421.123393	8683.03919	8566.280065	18184.10917	23838.66178	17674.41691	14822.16685	18012.59913	18037.00122	22038.43839	13965.03191
1416418_at	Gabarapl1			gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1	4728.055483	4096	3954.333268	3375.073324	4057.367116	2818.940868	3690.522524	2884.570143	6842.151721	7593.898496	6569.83139	7341.18315
1416432_at	Pfkfb3			"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	39.9822862	188.6502645	189.4180085	93.30906319	81.71556852	133.8481256	84.07206988	128	354.7608812	242.834253	883.5141161	911.4572936
1416461_at	Caprin1			cell cycle associated protein 1	6750.146648	7593.898496	7802.320248	7593.898496	6090.165126	7697.403978	6282.780663	7145.079657	4576.903789	4779.540631	5038.673049	4068.367754
1416462_at	Caprin1			cell cycle associated protein 1	5607.433925	6385.682023	6632.387114	5761.335271	4448.615301	5927.479817	5079.767953	6090.165126	3725.662438	3991.985126	4283.140033	3267.175257
1416470_a_at	Rpn1			ribophorin I	971.3370119	1269.941988	1454.048202	1234.346096	1311.881669	1000.702121	1259.668262	1299.50818	833.55004	727.0240983	800.3744205	843.7683281
1416481_s_at	Higd1a			"HIG1 domain family, member 1A"	253.2423714	342.9548862	363.0202584	241.8500038	189.2898345	230.5015774	216.7315877	224.4961471	182.9905073	189.6746168	204.0602774	216.5849314
1416484_at	Ttc3			tetratricopeptide repeat domain 3	204.752091	131.1574775	163.0995934	129.6568563	146.1601541	175.3509654	151.4989582	128.6950273	286.0564868	244.152819	268.0589045	221.3275239
1416488_at	Ccng2			cyclin G2	1386.75768	1932.182471	1698.998366	772.6921869	1306.564381	736.9334985	871.6336751	884.7110303	749.0032274	691.5039825	581.48322	592.6093177
1416517_at	Pnpla6			patatin-like phospholipase domain containing 6	125.2572239	155.5516621	171.9423656	145.8636472	121.1708144	133.8481256	156.0790199	122.1590712	56.12403678	90.93954861	89.17179943	54.10959358
1416525_at	Spop			speckle-type POZ protein	1324.372965	1377.402399	1308.334414	1278.567401	935.2061617	1060.68551	1201.373266	1069.336353	1906.200792	1712.855224	1940.045805	1613.804385
1416549_at	Slc35b4			"solute carrier family 35, member B4"	32.23915863	40.99630201	40.88545031	27.40499921	27.4793017	42.66671291	42.84035227	36.78821763	21.66808875	21.53648557	27.29392201	24.19571535
1416551_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	1399.96193	1304.796751	1913.95839	1340.608137	783.2240471	834.6792668	942.8336079	816.7938113	461.940267	518.9786035	674.8567558	455.7286468
1416595_at	Mrps22			mitochondrial ribosomal protein S22	1987.902453	2001.404248	2034.183877	1776.623027	1906.200792	1676.152269	2009.549292	1701.300039	1440.333818	1212.812346	1351.542	1229.343082
1416614_at	Eid1			EP300 interacting inhibitor of differentiation 1	196.8692191	158.9577999	174.0501654	184.3581248	266.9724155	215.1238154	211.6572267	204.890735	272.8183501	279.5481767	292.7163204	281.0660956
1416630_at	Id3			inhibitor of DNA binding 3	2053.552691	2533.016273	2107.059925	3534.056477	1847.761068	1537.038407	1351.542	983.2443971	643.6257005	1574.953752	891.9266433	529.6252612
1416645_a_at	Afp			alpha fetoprotein	33.37155193	17.81812269	30.5604472	31.61247038	113.0104599	222.9816608	105.6139247	196.3368957	59.24706882	41.72420049	37.56833604	38.59943468
1416666_at	Serpine2			"serine (or cysteine) peptidase inhibitor, clade E, member 2"	397.4874844	299.9369859	686.8389879	304.8494483	304.4370214	94.0700824	257.7387461	168.6000248	24.16298127	57.89908926	148.9567819	145.6663102
1416682_at	Ube3a			ubiquitin protein ligase E3A	237.1487474	189.1617473	180.6521122	201.3163189	238.7594562	199.8229011	165.8831385	194.6167655	304.4370214	266.6112319	356.2046402	348.5719093
1416750_at	Sigmar1			sigma non-opioid intracellular receptor 1	1196.503897	1070.785008	889.5149237	1062.122446	2197.370609	2109.914394	1518.424415	1465.907271	556.8302392	742.9438531	973.9705737	576.7790687
1416773_at	Wee1			WEE 1 homolog 1 (S. pombe)	78.09235285	127.2225799	170.4359587	100.7945231	129.4814452	287.6097452	185.8617309	244.4835776	339.7201837	396.4127005	169.5155062	864.5822305
1416842_at	Gstm5			"glutathione S-transferase, mu 5"	588.6114821	474.618656	485.0114513	342.0275554	859.912988	799.2916042	655.9408321	663.0835595	342.0275554	411.170728	470.7790302	472.0554417
1416854_at	Slc34a2			"solute carrier family 34 (sodium phosphate), member 2"	12.94511555	17.28355546	65.26874133	14.14544468	7.568051337	21.10355382	7.611720863	7.575739479	7.570613182	7.54758775	5.455660637	7.562930247
1416891_at	Numb			numb gene homolog (Drosophila)	1434.495901	1347.887506	1564.328872	1381.136916	1401.858481	1390.517562	1373.677981	1331.564179	1003.415299	1088.322662	1273.38515	1178.817771
1416895_at	Efna1			ephrin A1	1333.36808	831.2961674	944.1108833	578.3428754	1144.225947	908.9927642	1306.564381	967.400015	302.792886	447.7782443	134.7572189	232.3815247
1416924_at	Bri3			brain protein I3	893.134954	917.6478906	869.2768265	975.290031	906.5348987	980.5857594	1085.379899	861.0779292	1231.008493	1729.164467	1306.564381	1579.223885
1416933_at	Por			P450 (cytochrome) oxidoreductase	605.585772	494.9612852	642.7549476	277.286655	709.5217624	1022.614644	758.1850766	996.6461018	1221.049736	1261.374756	1053.529963	1998.696567
1416950_at	Tnfaip8			"tumor necrosis factor, alpha-induced protein 8"	60.54441069	35.15705178	60.42158765	27.59113333	44.88872612	36.44123631	34.05615721	32.72285142	27.68467393	29.64359342	22.23267097	32.06504858
1416958_at	Nr1d2			"nuclear receptor subfamily 1, group D, member 2"	1390.517562	1076.599265	733.9465796	1156.685751	3045.082563	3510.215164	4466.719673	3802.093064	8531.559421	6991.975334	6240.396058	8885.193623
1417008_at	Crat			carnitine acetyltransferase	155.0260862	154.188856	160.7975442	164.8756315	259.8408371	238.2750982	279.5481767	169.5155062	103.982383	86.43799782	131.9589427	145.5677417
1417023_a_at	Fabp4			"fatty acid binding protein 4, adipocyte"	1119.707545	481.7394878	1585.650808	484.3552855	454.4963821	419.0380671	436.4072473	385.8234108	581.48322	516.8750935	724.0773439	636.692573
1417027_at	Trim2			tripartite motif-containing 2	847.202185	977.9343105	890.7199672	931.4156094	1086.850281	1124.264386	926.3854282	932.6774167	521.796606	579.910922	601.5003952	415.6480837
1417028_a_at	Trim2			tripartite motif-containing 2	731.9620293	801.4587036	711.4454711	654.1672049	1004.774646	951.8109555	699.9809624	727.0240983	384.780166	376.0257109	521.796606	298.7212895
1417032_at	Ube2g2			ubiquitin-conjugating enzyme E2G 2	391.6120235	456.9642525	655.0534182	435.2272266	414.5241946	435.8168375	437.5904674	422.4556989	209.9449372	331.0932411	331.5417797	261.6056701
1417038_at	41161			septin 9	923.8805339	1190.042086	1094.232147	1085.379899	945.3898891	980.5857594	1078.057752	843.7683281	565.1845135	755.1120214	713.3743954	567.4846268
1417042_at	Slc37a4			"solute carrier family 37 (glucose-6-phosphate transporter), member 4"	1658.096778	2442.099472	2472.036586	2652.334247	1671.620047	2383.308511	2762.273832	2888.477918	3538.844121	3591.938367	4728.055483	3833.102548
1417060_at	Ppp1r11			"protein phosphatase 1, regulatory (inhibitor) subunit 11"	232.0671388	300.3433165	283.3584421	243.9876075	230.5015774	223.5862254	204.4750845	209.8028732	132.7653053	164.5411576	165.4345998	184.3581248
1417069_a_at	Gmfb			"glia maturation factor, beta"	528.9087381	442.9547829	485.0114513	504.4318725	365.9810146	396.4127005	402.3601872	341.1027321	771.6468216	678.5211613	820.1178909	718.2196179
1417070_at	Cyp4v3			"cytochrome P450, family 4, subfamily v, polypeptide 3"	5676.174119	5121.198023	5824.072098	4658.167752	3094.955884	3158.44777	3453.650193	2853.497592	4163.085578	4146.211887	4406.65657	3776.443533
1417071_s_at	Cyp4v3			"cytochrome P450, family 4, subfamily v, polypeptide 3"	15689.37215	14742.1186	15924.76409	14002.89496	8636.145773	9808.152056	9328.956496	8049.0867	12396.59469	12805.99073	11663.92421	10841.65122
1417084_at	Eif4ebp2			eukaryotic translation initiation factor 4E binding protein 2	146.4572638	182.7429418	170.0902047	241.522808	114.0865079	176.3031038	189.1617473	235.0710597	281.8281431	334.6986102	312.7925844	370.4674873
1417126_a_at	Rpl22l1			ribosomal protein L22 like 1	6713.691965	7029.941069	5347.93283	6090.165126	12823.3393	9166.208455	8225.338748	8382.722348	8103.755884	8394.078559	8718.376246	9914.955829
1417161_at	Cdk2ap2			CDK2-associated protein 2	751.0339812	997.9962781	1025.387237	767.4794839	870.4544531	760.2407249	817.9003381	692.4407767	441.7570581	719.1926043	636.692573	481.7394878
1417164_at	Dusp10			dual specificity phosphatase 10	40.91313511	40.58215122	41.27474795	41.33066367	39.685687	40.77489834	46.21449259	40.91313511	31.76261554	40.83013691	12.25860286	13.29140651
1417168_a_at	Usp2			ubiquitin specific peptidase 2	31.33550988	36.31810916	122.0764095	27.57246316	34.59051739	291.1354835	63.48224528	126.8785772	280.6858449	465.0777546	514.7801094	1549.574336
1417173_at	Atf6b			activating transcription factor 6 beta	56.92753349	73.67611072	74.88280126	56.85051696	57.15920965	57.00465435	56.77360463	58.29233854	30.76801306	40.14500083	38.96696564	40.88545031
1417177_at	Galk1			galactokinase 1	740.9349745	768.5192036	741.9387339	752.0514219	1153.558137	1196.503897	1275.110226	1127.312576	749.0032274	862.2444486	732.9536328	763.3346522
1417209_at	Sertad2			SERTA domain containing 2	106.5473989	140.0582167	95.09443844	123.3222292	130.2726685	111.7174654	129.4814452	125.0877651	169.8600919	218.3513761	181.1419098	188.1401648
1417261_at	Mbtd1			mbt domain containing 1	142.2558084	85.9711828	85.16031464	103.2110141	114.628368	111.1893655	96.06490046	78.19814611	131.7804171	123.1553881	178.1023201	169.5155062
1417273_at	Pdk4			"pyruvate dehydrogenase kinase, isoenzyme 4"	964.7842197	192.390083	305.2624339	402.3601872	755.1120214	989.9225705	518.276484	281.8281431	40.60963063	82.82935866	53.02186917	41.66775235
1417280_at	Slc17a1			"solute carrier family 17 (sodium phosphate), member 1"	134.8484672	213.3834815	220.7290667	229.5673146	343.419494	406.1913269	369.9662866	450.8195438	156.0790199	155.762391	253.7571544	233.1693542
1417292_at	Ifi47			interferon gamma inducible protein 47	4805.493064	3379.645591	2482.096946	2098.51964	2845.781894	1808.167358	1862.831219	2393.007793	1950.580062	2081.542789	1526.66931	1386.75768
1417303_at	Mvd			mevalonate (diphospho) decarboxylase	63.52523107	80.34436845	51.88571985	89.65599348	297.5105204	349.9904812	191.869871	381.6673261	57.97752631	61.2036961	61.03820474	78.56955248
1417315_at	Gripap1			GRIP1 associated protein 1	181.5101292	204.3367219	159.3887783	143.9996879	126.8785772	109.54582	145.9624159	132.3167196	89.11145935	105.1858532	116.1907624	98.23492077
1417329_at	Slc23a2			"solute carrier family 23 (nucleobase transporters), member 2"	82.32628669	89.29260224	88.21124198	109.6942239	121.3349669	130.0964243	111.2646552	122.3245625	174.1680202	160.6887369	108.8804831	162.6585812
1417370_at	Tff3			"trefoil factor 3, intestinal"	165.3226547	118.9763694	146.0612516	78.99617738	36.14642971	30.5604472	30.5397678	24.84296777	79.85638936	79.64046216	30.47781347	79.64046216
1417382_at	Entpd5			ectonucleoside triphosphate diphosphohydrolase 5	3786.68251	4151.828828	4265.779711	3730.70968	4329.78037	4335.645994	4633.01096	5233.337657	4930.704676	5212.126017	5607.433925	4957.477915
1417387_at	Med31			"mediator of RNA polymerase II transcription, subunit 31 homolog (yeast)"	152.8379895	164.2073621	171.3614091	143.6103209	194.6167655	119.6223994	167.3493051	131.6021331	92.42898518	99.03611477	126.8785772	117.4559968
1417399_at	Gas6			growth arrest specific 6	250.5144479	202.4094466	207.5428794	226.9407499	518.276484	431.1222243	357.170409	317.9155999	223.1326486	212.8065045	207.2620973	308.1690412
1417400_at	Rai14			retinoic acid induced 14	1072.235618	1018.46981	1018.46981	951.8109555	907.7629996	760.2407249	829.0483892	873.9969137	568.2534095	531.061221	631.5417825	508.5459675
1417403_at	Elovl6			"ELOVL family member 6, elongation of long chain fatty acids (yeast)"	610.5248679	983.2443971	763.3346522	1206.262461	3253.932819	3572.539829	2703.084	2034.183877	1299.50818	1032.35164	1067.889666	775.8367876
1417404_at	Elovl6			"ELOVL family member 6, elongation of long chain fatty acids (yeast)"	995.2977521	2045.229294	1530.80853	2364.027741	6973.069425	7491.784833	5645.519506	4090.458589	2452.038014	1961.171519	2031.431849	1313.658896
1417409_at	Jun			Jun oncogene	178.9482268	242.1776428	684.9818138	295.1036848	143.2220066	98.70149283	128.433951	110.2152226	92.17906238	176.3031038	123.9079548	162.1089926
1417435_at	Large			like-glycosyltransferase	98.30143861	69.3686036	75.54465678	68.48215756	76.52252109	76.41899476	83.90151754	71.75657188	51.92085328	65.44570284	58.48996368	72.48886525
1417505_s_at	Gm13305 /// Gm2002 /// Il11ra1 /// Il11ra2			"predicted gene 13305 /// predicted gene 2002 /// interleukin 11 receptor, alpha chain 1 /// interleukin 11 receptor, alpha chain 2"	533.2224638	556.8302392	559.8537723	460.6912064	673.9437508	683.1296614	546.3758851	441.1594106	272.4492577	262.314955	347.6293904	292.3203082
1417516_at	Ddit3			DNA-damage inducible transcript 3	129.3938286	151.4989582	335.6060702	233.1693542	130.6258736	150.2733442	145.4692401	130.7143244	123.2387804	137.0570579	129.832505	125.3420395
1417565_at	Abhd5			abhydrolase domain containing 5	411.7277492	883.5141161	497.6488761	452.6542297	481.0877486	498.3230509	398.0259686	333.3420188	234.9119936	271.7125702	318.3462865	286.4440132
1417580_s_at	Selenbp1			selenium binding protein 1	33214.63062	34826.32519	36220.81153	24492.93648	12650.90637	12514.63098	16742.76288	14762.0901	18835.56749	19749.53753	19483.96937	20512.54318
1417612_at	Ier5			immediate early response 5	131.6912449	94.83730841	110.2152226	118.0937713	82.77331029	94.26130502	83.22276118	79.04966809	83.50490647	88.39055499	63.1821582	79.04966809
1417622_at	Slc12a2			"solute carrier family 12, member 2"	272.4492577	356.2046402	322.2488165	227.5560487	203.9221954	194.6167655	251.5339585	180.6521122	137.8945736	150.8849068	207.2620973	187.8856324
1417629_at	Prodh			proline dehydrogenase	1998.696567	1769.422061	1810.616925	2115.634952	2777.272706	3959.690296	2438.795595	2655.927408	2703.084	3053.33862	3210.177823	3467.705415
1417667_a_at	Pter			phosphotriesterase related	3481.817812	3032.740307	2912.036049	3621.23385	6342.60323	5326.256715	4696.159293	5539.526233	3040.9629	2714.084645	3197.166428	2853.497592
1417689_a_at	Pdzk1ip1			PDZK1 interacting protein 1	75.54465678	64.04333639	18.48147264	82.10368103	502.3873229	319.2094108	180.5298699	141.1049707	76.31560849	104.2643078	66.74310386	53.74456175
1417698_at	Gtf2f1			"general transcription factor IIF, polypeptide 1"	107.999649	120.6796881	143.0282434	150.8849068	121.4171265	132.5856888	139.4905365	110.9638018	46.02717726	93.49873883	97.57221254	75.64699862
1417703_at	Pvrl2			poliovirus receptor-related 2	76.00628813	83.39193376	73.62625614	75.1875494	107.4163886	112.1721184	76.05775435	83.61803223	19.09182104	65.62314414	47.38656729	72.19505535
1417707_at	N4bp2l1			NEDD4 binding protein 2-like 1	1467.893159	983.2443971	991.2636383	1407.563585	1477.863061	1687.536662	1626.96641	1282.033949	1963.828364	1845.261262	2609.593503	2557.134801
1417736_at	Smc6			structural maintenance of chromosomes 6	181.019336	174.5220633	149.4617815	177.7410139	176.0645856	177.8613678	204.3367219	124.9185354	295.5034677	259.138242	291.5298905	240.8697439
1417742_a_at	Dmap1			DNA methyltransferase 1-associated protein 1	76.31560849	89.53469904	96.6519251	74.47839096	101.9610977	95.74031768	108.1459582	89.59532577	57.35299316	64.52197748	75.23846122	70.26652391
1417754_at	Topors			"topoisomerase I binding, arginine/serine-rich"	299.1259731	251.1936615	231.1265305	285.2830061	273.5580357	288.7802214	328.8596341	257.3900547	498.3230509	481.0877486	461.3153139	370.9693669
1417755_at	Topors			"topoisomerase I binding, arginine/serine-rich"	69.88704417	115.8765891	78.72926612	142.2558084	106.6195453	128.5209175	118.4941376	107.6347412	231.7531781	227.5560487	198.3405619	185.8617309
1417757_at	Unc13b			unc-13 homolog B (C. elegans)	77.04226029	122.4073922	141.679221	51.67541805	77.094428	49.51805739	97.04526634	82.66132734	23.01358863	31.25078041	17.2368217	22.27786484
1417761_at	Apoa4			apolipoprotein A-IV	713.3743954	1004.774646	719.1926043	1007.498866	8203.097894	6543.202705	3158.44777	5198.032721	933.9409333	891.9266433	1769.422061	1587.798915
1417773_at	Nans			N-acetylneuraminic acid synthase (sialic acid synthase)	433.4631754	415.6480837	509.2349048	387.9183938	438.1832799	526.0523259	402.9052726	370.9693669	283.7423134	267.3340883	213.0947977	199.4175316
