Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	CON2	CON3	CON5	BNF1	BNF4	BNF5	D3T2	D3T4	D3T5	OLT1	OLT3	OLT5
1369813_at	Dnajc5	Rn.100120	U39320	DnaJ (Hsp40) homolog, subfamily C, member 5=chr3q43	76.12687353	59.24449262	58.62772426	61.1084947	92.5166907	68.53161156	60.85004564	57.07050496	57.36004704	59.55477263	60.48229477	73.4182148
1371870_at	Anxa13_predicted	Rn.100125	AI169493	Annexin A13 (predicted)=chr7q33	804.3979479	830.6407697	881.1392183	834.6915305	730.0379474	845.7152462	899.1813852	751.9592648	771.6214128	821.1855579	489.1881017	742.7039928
1391346_at	Anxa13_predicted /// Zhx1	Rn.100125 /// Rn.16902	BG373537	Annexin A13 (predicted) /// Zinc-fingers and homeoboxes 1=chr7q33	521.5712798	570.9722012	625.7846033	483.1054075	443.6321881	690.9493186	808.4398863	804.7259618	639.3520651	882.5410553	346.910787	552.4335424
1370024_at	RGD1307234_predicted /// Fabp7	Rn.10014 /// Rn.162279	NM_030832	Similar to RIKEN cDNA 4931400A14 (predicted) /// Fatty acid binding protein 7, brain=chr9q38 /// chr20q11	6127.185015	9237.181242	5326.926391	10443.0894	10158.5871	8815.654328	1230.619318	1966.197815	3338.077813	1176.186923	2062.372505	7229.965612
1368600_at	Slc26a1	Rn.10016	NM_022287	solute carrier family 26 (sulfate transporter), member 1=chr14p22	3397.572238	3737.338312	4325.109161	3459.89073	3313.683276	3265.215238	3271.6912	2944.506372	4145.89864	3540.521078	4417.331321	3442.966194
1390997_at	Slc26a1	Rn.10016	BI303253	Solute carrier family 26 (sulfate transporter), member 1=chr14p22	7.693561604	7.632688356	7.116007198	7.12645929	6.214868282	7.777220793	8.367942922	10.19109618	7.603168267	9.60411692	7.714920012	8.804257337
1376116_at	Ddx24	Rn.100166	BM389678	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24=chr6q32	171.020924	144.6454784	210.0688742	157.1643394	150.2336689	171.7097988	127.5944667	128.2349155	143.105647	129.6501699	140.8573071	125.1037222
1370708_a_at	LOC191574	Rn.10021	M61937	3-alpha-hydroxysteroid dehydrogenase=chr17q12.3	14029.75252	12938.84582	15968.8459	14985.95226	17560.6324	14948.37945	6153.126554	10626.70454	9251.17173	7633.299803	9998.284542	15126.12683
1396933_s_at	LOC191574	Rn.10021	BF545626	3-alpha-hydroxysteroid dehydrogenase=chr17q12.3	7894.704766	8494.02041	9683.815047	8233.021225	9899.767582	8473.77267	4828.108091	6492.788187	6812.796177	5833.181059	7235.867275	8823.778435
1370563_at	LOC191574	Rn.10021	D17310	3-alpha-hydroxysteroid dehydrogenase=chr17q12.3	11297.17944	13113.8802	14437.00959	12128.7594	13696.64038	12528.41607	8586.232598	10003.77164	11456.12723	9358.273452	12658.44886	11625.2786
1388556_at	Stx6	Rn.100217	BG381589	syntaxin 6=chr13q21	31.27787962	31.69557582	55.58526974	32.05157798	43.65202499	32.70963279	17.94001504	30.17487332	25.61815222	17.61344264	17.9470524	35.11577316
1393068_at	Fus	Rn.100218	AA956927	Fusion, derived from t(12;16) malignant liposarcoma (human)=chr1q36	128.7771173	181.4565924	150.6619013	192.8419896	135.402374	188.4121111	151.215054	132.472213	167.7956363	128.6232832	147.9823862	139.9728064
1373195_at	Fus	Rn.100218	AW532485	fusion, derived from t(12;16) malignant liposarcoma (human)=chr1q36	530.0943821	601.4631417	574.470958	591.5627626	663.6304991	847.472225	655.8996814	536.0511363	779.3124012	527.3674594	605.6481558	525.6988785
1387242_at	Prkr	Rn.10022	NM_019335	Protein kinase, interferon-inducible double stranded RNA dependent=chr6q11	682.4486476	464.8284098	1185.808526	561.6200921	367.2886319	700.1256654	269.897797	312.5501083	222.4183908	154.2131854	297.4109045	364.6164934
1375872_at	---	Rn.100220	AI144944	Transcribed locus, strongly similar to XP_342839.1 PREDICTED: similar to Fukuyama type congenital muscular dystrophy homolog [Rattus norvegicus]=---	278.3149576	219.4722851	267.1078882	236.6208046	219.0748947	255.4315637	250.9349071	293.8018977	220.5506469	228.2639097	177.4074573	225.4444889
1369495_at	Crhr2	Rn.10023	NM_022714	corticotropin releasing hormone receptor 2=chr4q24	10.15896752	10.21332704	10.0664924	10.28681771	10.20656392	9.817628098	10.40099106	10.05159891	9.969883849	13.10607711	16.4219853	9.603037058
1386951_at	Ndufa5	Rn.100240 /// rn.100240	NM_012985	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5 /// NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5=chr4q22	464.8177717	454.9813096	485.7877618	453.5800752	450.7818029	457.5039217	480.4714839	482.7504176	457.3110905	490.584643	414.1087542	450.3167637
1371597_at	Rnf187_predicted	Rn.100245	BI281621	ring finger protein 187 (predicted)=chr10q22	462.7492126	436.60868	435.0093868	450.1489231	448.750122	464.8784351	486.7691348	658.8669121	599.805601	408.9767341	355.0291094	579.4844111
1370324_at	Atp7b	Rn.10025	AF120492	ATPase, Cu++ transporting, beta polypeptide=chr16q12.2-q12.4	103.0037075	101.9091146	102.6218689	104.3328874	103.7992752	101.621934	108.6823286	100.8775747	101.0495838	107.8269287	108.7385191	98.4770462
1383523_at	Arhgef18_predicted	Rn.100250	BE110369	rho/rac guanine nucleotide exchange factor (GEF) 18 (predicted)=chr12p12	205.4687322	178.5812095	202.1484645	181.0925503	137.8806935	161.828889	118.8302049	250.0201063	170.9094302	216.2003971	194.8686656	274.9822226
1382041_at	Agpat3_predicted	Rn.100251	BI290161	1-acylglycerol-3-phosphate O-acyltransferase 3 (predicted)=chr20p12	178.0605874	139.9568765	138.1054975	132.1614259	188.7915888	200.7345367	85.67018448	70.42558869	118.5243791	91.71411814	95.58859271	125.7360365
1374556_at	Smox_predicted	Rn.100278 /// rn.100278	BI289700	spermine oxidase (predicted) /// spermine oxidase (predicted)=chr3q36	7.879289023	9.218895927	12.24068441	7.198101292	7.952310663	9.391119067	7.282809352	7.745928074	7.749003313	8.129674398	6.464637257	7.069032918
1377192_a_at	Mvp	Rn.10028	BM384629	Major vault protein=chr1q36	1724.649359	1993.452882	1883.222138	1365.246175	1489.920028	2590.354043	3442.774398	2838.392997	2169.74367	2543.677297	1263.572641	2392.553517
1367925_at	Mvp	Rn.10028 /// rn.10028	NM_022715	major vault protein /// major vault protein=chr1q36	149.6007264	254.699084	221.8266569	163.7191852	178.743174	259.4430917	212.2764825	181.7234161	326.2043983	208.5961313	163.2782924	267.4003382
1372254_at	Serping1	Rn.100285 /// rn.100285	AW915763	serine (or cysteine) peptidase inhibitor, clade G, member 1 /// serine (or cysteine) peptidase inhibitor, clade G, member 1=chr3q24	8176.80755	7872.912834	8131.729107	7073.544772	7746.068209	8633.970331	8774.314179	8480.001238	10733.80929	9235.702266	6931.57709	9573.900785
1371510_at	Hcfc1r1	Rn.1003	AA944494	host cell factor C1 regulator 1 (XPO1-dependent)=chr10q12	322.2405231	316.7543658	381.2549728	261.6158533	293.4384707	285.0093415	478.7237745	537.6343518	346.4192933	575.8425944	312.177477	271.3884556
1387958_at	Akr1c18	Rn.10030 /// rn.10030	L32601	aldo-keto reductase family 1, member C18 /// aldo-keto reductase family 1, member C18=chr17q12.3	3.600295198	3.562169632	3.604744454	3.64496272	3.630959567	3.565562129	3.726770995	3.561391869	3.532119787	3.658746035	3.666280561	3.511831451
1369285_at	Pggt1b	Rn.10031	NM_031082	protein geranylgeranyltransferase type I, beta subunit=chr18q11	7.141274652	6.613665229	6.667314924	6.765504734	7.318389343	6.355989802	7.168610531	6.03461999	6.581843486	6.778943991	6.851106178	6.382160552
1368574_at	Adra1b	Rn.10032	NM_016991	adrenergic receptor, alpha 1b=chr10q21	1190.209052	983.6497216	1801.742981	742.774242	916.6687269	712.3898134	1020.487775	1231.507288	1713.531407	998.8820476	1211.032846	1492.127374
1373093_at	Errfi1	Rn.100336	AI169756	ERBB receptor feedback inhibitor 1=chr5q36	15793.11092	14051.66708	25244.74353	22201.05369	22128.77855	21693.75016	12938.15382	14249.65401	19209.87659	12279.36154	16508.54818	25179.82106
1387307_at	Hal	Rn.10037 /// rn.10037	NM_017159	histidine ammonia lyase /// histidine ammonia lyase=chr7q13	5405.496569	5103.694434	3627.209778	1511.074588	2779.336057	2967.790997	2572.664388	2437.231608	6028.154007	3922.414977	5474.757622	5424.126163
1394494_at	Arhgef19_predicted	Rn.100374 /// rn.100374	AA963519	Rho guanine nucleotide exchange factor (GEF) 19 (predicted) /// Rho guanine nucleotide exchange factor (GEF) 19 (predicted)=chr5q36	18.97172791	24.02509852	32.8737861	18.29069944	18.10255838	18.0761967	76.1757671	88.9916148	63.50987357	90.07407331	41.49245695	73.69801966
1374285_at	Rala	Rn.100380	AW531275	V-ral simian leukemia viral oncogene homolog A (ras related)=chr17q12.1	108.8544465	69.36467906	114.6871949	95.49499204	103.4039372	140.9164563	114.1548729	187.6352981	158.3767125	117.8272717	119.9890267	168.7843661
1368405_at	Rala	Rn.100380 /// rn.100380	NM_031093	v-ral simian leukemia viral oncogene homolog A (ras related) /// v-ral simian leukemia viral oncogene homolog A (ras related)=chr17q12.1	83.16783122	95.23785502	105.7250681	113.2179653	102.1477565	115.2124449	106.9136805	60.26401937	125.4083056	112.5172115	95.58469668	150.5182883
1370051_at	Tgm1	Rn.10039	NM_031659	transglutaminase 1=chr15p13	13.06723879	15.58251328	15.70758738	18.15249696	26.9392306	33.30007591	28.4988664	24.05458546	16.18740444	26.12649185	13.56849931	17.1036617
1373170_at	Gps2_predicted	Rn.100409	BI294756	G protein pathway suppressor 2 (predicted)=chr10q24	52.35599443	44.72892914	61.14517757	43.83206278	41.46942194	43.03494984	39.97283437	47.60780336	45.43351913	33.51364568	34.87357503	51.21380454
1381469_a_at	Perq1_predicted	Rn.100422	AW526967	PERQ amino acid rich, with GYF domain 1 (predicted)=chr12q12	85.05675266	103.364467	105.3203335	85.88309334	88.57870989	104.8307723	162.96768	61.55589678	176.6173476	171.3574828	145.8220039	106.3497833
1369351_at	Cntn3	Rn.10043	NM_019329	contactin 3=chr4q41	3.342314861	3.311670992	3.337043075	3.387449021	3.35961345	3.273166601	3.427310911	3.30973749	3.279772756	3.358029883	3.415238606	3.223167914
1384967_at	Sart2_predicted	Rn.100430	BM386930	Squamous cell carcinoma antigen recognized by T cells 2 (predicted)=chr20q11	51.17683218	54.01649265	44.99018911	45.31607726	44.63024812	46.24732334	57.57897733	56.2405569	50.3220675	63.62040858	91.64730087	39.06036745
1368089_at	Pde2a	Rn.10044	NM_031079	phosphodiesterase 2A, cGMP-stimulated=chr1q32	47.62381117	65.90553896	52.25475984	127.5191981	121.9786533	89.35798446	45.45144259	45.84365678	49.13268498	38.3616221	45.35116029	51.58438538
1393202_a_at	Igf2bp3	Rn.100446	BF414160	insulin-like growth factor 2, binding protein 3=chr4q24	62.9595098	32.99400839	104.1346851	22.45404158	27.29167344	20.93649124	27.50176883	26.14281899	24.74171641	27.2168583	27.15013842	25.56998801
1377824_a_at	Igf2bp3	Rn.100446	AI230709	insulin-like growth factor 2, binding protein 3=chr4q24	38.41887093	32.51944386	45.60269401	16.60162282	26.69291532	20.34060876	36.38118982	15.73134471	26.38553373	57.04503529	36.63887871	25.62872127
1369359_at	Il9r	Rn.10045	NM_017021	interleukin 9 receptor=chr10q12	5.666762988	5.70002393	5.746306881	5.812101932	5.768908887	5.690753282	5.858027513	5.705530328	5.620351998	5.729657385	5.812328825	5.621686421
1368560_at	Kcnj5	Rn.10047	NM_017297	potassium inwardly-rectifying channel, subfamily J, member 5=chr8q21	5.318839706	5.321758612	5.333325003	5.383361397	5.354384522	5.168122107	6.90123276	5.267687497	5.25473857	6.306869244	5.572424926	5.144034209
1372876_at	Sephs2	Rn.100471	AA799700	selenophosphate synthetase 2=chr1q36	1965.467237	1544.462289	2231.898664	1501.727871	1475.753175	1624.003864	746.1582305	1214.967696	1968.320408	1190.497636	1223.251511	2002.62772
1374711_at	Cpsf3	Rn.100522	BF283512	cleavage and polyadenylation specificity factor 3=chr6q16	109.7417315	139.0018799	139.5394497	141.7257475	130.9157383	135.0118703	185.8054566	199.8688787	164.1747963	174.2609127	154.7576658	144.1188339
1382280_at	Dusp9	Rn.100548	BF290998	Dual specificity phosphatase 9=chrXq37	32.46854061	26.94908033	26.10428101	27.36411944	47.65590985	28.96357604	25.96009117	29.2426872	24.6393321	23.66364739	29.4661949	41.78734985
1390430_at	Nr1d2	Rn.10055	BF284190	Nuclear receptor subfamily 1, group D, member 2=chr15p16	451.7540231	378.3991844	471.2947061	683.0796536	509.4785778	521.443631	185.4707917	777.6056537	735.6268443	529.3623874	533.5553252	721.0557667
1370541_at	Nr1d2	Rn.10055 /// rn.10055	U20796	nuclear receptor subfamily 1, group D, member 2 /// nuclear receptor subfamily 1, group D, member 2=chr15p16	508.944143	448.8136899	546.0371455	804.4881856	830.0486399	702.6026243	243.2977727	709.4001445	441.0452773	436.7825295	377.5986705	1061.495441
1370540_at	Nr1d2	Rn.10055 /// rn.10055	U15660	nuclear receptor subfamily 1, group D, member 2 /// nuclear receptor subfamily 1, group D, member 2=chr15p16	8.867100026	6.503114958	7.266846701	11.78406697	38.46827326	11.58827025	6.721526313	7.138054576	6.522185699	6.614940593	7.785222679	37.6530011
1392872_at	Stk16 /// RGD1560911_predicted /// RGD1306622_predicted	Rn.100550 /// Rn.13220 /// Rn.13308	BF397413	Serine/threonine kinase 16 /// Similar to BC026645 protein (predicted) /// Similar to KIAA0954 protein (predicted)=chr9q33 /// chr1q41 /// chr1q43	572.8099985	358.9512011	574.7132665	529.7325246	547.7368438	678.6745535	389.580397	340.94209	313.9675362	194.4593809	328.83667	657.2197537
1394528_at	Adar	Rn.10056	BF405166	Adenosine deaminase, RNA-specific=chr2q34	38.19867304	30.5860746	37.18684028	21.86107226	21.67756812	22.70065212	21.070525	18.35438424	21.15356614	18.58031936	20.96171898	20.81125849
1368973_at	Adar	Rn.10056	NM_031006	adenosine deaminase, RNA-specific=chr2q34	63.95924111	74.9253996	110.5779007	62.42195189	62.35439942	88.75948884	50.53200108	61.82030064	57.25748305	60.68387469	37.68246738	70.37231572
1372653_at	Fkbp11	Rn.100569 /// rn.100569	BI276210	FK506 binding protein 11 /// FK506 binding protein 11=chr7q36	410.7890336	562.7797106	413.5967979	701.4071461	551.6237589	476.4389779	886.1386457	704.4191081	477.4244431	788.3022237	305.5894103	452.2422595
1373134_at	Fahd2a_predicted	Rn.100583	BE329450	fumarylacetoacetate hydrolase domain containing 2A (predicted)=chr3q36	372.8947802	434.7204781	455.4616751	310.461634	329.5930166	329.5085027	647.0617648	524.7628946	618.1567042	513.8537976	492.1588745	500.7400858
1383396_at	Fndc3a_predicted	Rn.100627	AA894079	fibronectin type III domain containing 3a (predicted)=chr15p11	1367.397815	1174.12293	1735.918066	1914.3525	1564.571842	1594.489443	1251.22893	1742.051102	911.9442845	960.2153175	704.0148934	1313.783585
1371808_at	Blmh	Rn.100672 /// rn.100672	AI012747	bleomycin hydrolase /// bleomycin hydrolase=chr10q26	80.71180024	79.79402517	91.4729712	82.98630851	82.53427517	107.3662918	83.39918487	83.09236166	86.73034565	37.64572655	62.86763833	74.22925195
1389329_at	Lgals8	Rn.10069	AI411914	lectin, galactoside-binding, soluble 8=chr17q12.1	1353.159024	1580.198038	1658.023914	2103.105999	1924.209504	2405.633603	1917.292428	2221.569423	2129.13563	1619.020895	1127.536233	1998.8033
1368960_at	Lgals8	Rn.10069	NM_053862	lectin, galactoside-binding, soluble 8=chr17q12.1	417.0854582	409.4568797	428.6812421	460.0138411	648.6265625	722.5706384	393.0803499	459.0740614	323.6608079	461.0147466	360.1125402	682.3952518
1374281_at	RGD1310969_predicted	Rn.100690	BE109901	similar to KIAA1259 protein (predicted)=chr3q35	188.9075866	213.0123038	214.7395613	214.501129	206.6241285	229.4412675	232.2054688	234.9092728	319.3774863	225.830884	168.5625132	196.900068
1384010_at	Aldh5a1	Rn.10070	AW920178	Aldehyde dehydrogenase family 5, subfamily A1=chr17p11	19.29183602	23.47146708	21.59734069	25.92263452	26.00066671	18.21053713	18.72202598	18.11332533	18.68536976	19.30421199	24.50909802	17.95584158
1372569_at	Fhl3_predicted	Rn.100732	AI171676	four and a half LIM domains 3 (predicted)=chr5q36	12.18306222	13.60604378	12.27392724	12.95145074	12.40401305	12.18914195	13.71145579	12.02911572	12.09818399	12.81032552	12.95151144	11.73159446
1393914_at	Ftsj1_predicted	Rn.100745	AI709526	Ftsj homolog 1 (E. coli) (predicted)=chrXq13	10.90044589	11.48705836	11.69869174	10.26862531	11.71790253	16.47029617	14.10853978	12.25405668	11.40539473	9.562093628	12.2262349	19.1294123
1395070_at	Hnt	Rn.10075	AI136959	Neurotrimin=chr8q13	6.335038996	6.329660404	6.33186387	6.394712955	6.373348793	6.248447969	7.012618579	6.176494977	6.224545076	6.769386034	6.619166504	5.928810265
1391239_at	RGD1306926_predicted	Rn.100769	BF412928	similar to hypothetical protein FLJ22175 (predicted)=chr10q32.3	4.280618329	4.262615104	4.280618329	4.344478455	4.33221912	4.26011681	4.474986382	4.217840106	4.214967643	4.308490748	4.352626245	4.123948733
1385649_at	Itga5_mapped	Rn.100796	AI385193	integrin alpha 5 (mapped)=chr7q36	265.2247731	213.3761227	277.3694915	178.3491676	206.4248113	261.4984524	165.1980625	194.757879	214.654631	203.4218879	233.200648	200.5360164
1389215_at	Sephs1	Rn.100803	AI407424	selenophosphate synthetase 1=chr17q12.3	144.8640137	100.7607634	169.4621016	132.9250752	142.4022337	159.8578396	120.2993318	141.0662979	125.4485226	104.415591	110.5815838	272.836387
1372665_at	Psat1	Rn.100813	AI230228	phosphoserine aminotransferase 1=chr1q43	5.229819149	6.956226347	5.230859728	7.212487463	5.298160215	9.038507402	122.1797773	132.4093246	16.58531141	94.02466637	9.693671653	106.0838349
1395551_at	LOC685374	Rn.100818	BG671371	similar to ankyrin repeat domain 13c=chr2q45	74.62186297	54.29009988	64.16926231	63.12877644	78.23287577	99.07842982	69.23521816	60.63138499	23.05801584	46.80604008	55.26770138	105.591979
1395552_s_at	LOC685374	Rn.100818	BG671371	similar to ankyrin repeat domain 13c=chr2q45	406.0258391	179.296589	474.2156622	516.884103	513.4117248	480.493649	309.9357755	525.9955063	255.000298	184.1650082	115.841172	587.2208473
1371636_at	LOC685374	Rn.100818	BE104321	similar to ankyrin repeat domain 13c=chr2q45	525.9743038	426.2133756	530.61698	608.186855	532.5802504	679.1647068	553.1303692	589.299257	520.7139146	402.5264334	337.2711254	674.2565882
1382955_at	Gpr126_predicted	Rn.100820	BI284296	G protein-coupled receptor 126 (predicted)=chr1p13	16.83252873	16.69178741	16.82884619	16.94184135	16.93029881	16.19747446	17.81665961	16.0944384	16.57675745	23.78397583	20.98123376	16.34994882
1382080_at	RGD1307729_predicted	Rn.100827	AW523680	similar to KIAA0853 protein (predicted)=chr15q11	92.43974206	91.46548607	118.4666964	99.39745803	108.5934641	99.67001773	82.92689897	93.0323628	90.59719637	91.75741258	91.2109051	80.63212977
1379664_at	RGD1307729_predicted	Rn.100827	BF419602	similar to KIAA0853 protein (predicted)=chr15q11	7.925302102	15.39656059	7.879365414	7.99492633	7.869165906	7.410392816	8.534112176	7.068480855	9.943919471	8.30551139	8.101563787	7.018526205
1369799_at	Abat	Rn.10090	U29701	4-aminobutyrate aminotransferase=chr10q12	647.0651834	622.9359192	735.5989897	724.7233805	874.5776789	975.1470742	1195.915358	1266.514448	813.4392703	1096.868378	778.6930345	927.3004649
1375321_at	Abat	Rn.10090	BF393840	4-aminobutyrate aminotransferase=chr10q12	7.375666096	7.314288553	7.38646956	7.441697788	7.380077186	8.396424732	10.21341413	7.172029439	7.387905425	9.374683128	12.37821342	7.436387979
1369929_at	Kcmf1	Rn.100904	NM_013013	Potassium channel modulatory factor 1=chr4q33	1691.571308	1301.089779	1575.407485	1773.500252	1569.982932	1393.118428	1311.666867	1549.361542	1119.158007	924.3583983	797.9751674	1373.804833
1367646_at	Ctsb	Rn.100909	NM_022597	cathepsin B=chr15p12	4309.727869	4827.486067	5082.0062	4330.477419	4279.579847	4879.756623	4916.377702	5031.833221	6203.222252	5088.837896	4329.315993	5096.176962
1378197_at	KIFC2	Rn.100970	AW433953	kinesin family member C2=chr7q34	12.40871901	7.017633962	6.386071877	6.416372877	5.49002935	6.850889744	5.618862117	6.309318753	7.92942927	6.555287722	6.969785689	6.136886426
1395418_at	LOC606294 /// Aprin_predicted	Rn.100975 /// Rn.105768	BE110637	Hypothetical protein LOC606294 /// Androgen-induced proliferation inhibitor (predicted)=chr20q11 /// chr12p12	6.504926442	6.604207731	6.578112812	6.666956459	6.580731615	6.51154442	7.143716129	6.273332741	6.474902394	6.739862363	6.847517756	8.507087246
1369409_at	Nab1	Rn.10099	NM_022856	Ngfi-A binding protein 1=chr9q22	270.4512164	298.5665451	309.5344724	216.0698355	266.1322063	410.6894583	99.71741121	93.25045134	191.8897985	142.8995276	183.7861872	429.2279664
1393172_at	Nab1	Rn.10099	AA848648	Ngfi-A binding protein 1=chr9q22	1070.746674	1384.082468	1225.944183	1104.211227	794.5410416	1504.468286	1375.261956	338.8177513	1475.068503	1129.405119	1376.84793	1040.774237
1376887_at	RGD1559144_predicted	Rn.100996	AI555799	similar to ZFP (predicted)=chr8q32	278.4999162	206.3505385	303.4871094	240.7024309	212.494653	222.5074347	143.5340365	247.7948216	154.2856795	143.4561945	154.0600997	170.4188202
1379461_at	RGD1559144_predicted	Rn.100996	BE120147	similar to ZFP (predicted)=chr8q32	42.72939645	42.30077798	49.70555526	42.28666452	42.96882847	42.41920789	43.5370519	41.56762077	41.91858474	37.10458613	34.63395809	41.74343297
1388417_at	Anapc5_predicted	Rn.101004	BI281876	anaphase-promoting complex subunit 5 (predicted)=chr12q16	1208.414772	1320.775501	1095.76739	1267.723744	1144.046415	1264.002131	1547.368216	1366.706043	1648.304982	1783.354798	1061.210669	1265.943322
1371249_at	Xbp1	Rn.101044 /// rn.101044	BF417262	X-box binding protein 1 /// X-box binding protein 1=chr14q21	2147.506675	2051.67325	2458.121003	2726.2788	3195.452574	3176.456375	2148.158098	2281.823931	2270.276767	2547.946624	2028.242151	2498.286383
1388477_at	LOC501281	Rn.101054	AI598440	similar to RAN binding protein 3 isoform RANBP3-b=---	149.9271476	167.0429966	156.5088321	146.4531368	150.2407488	165.2715018	152.6294829	148.0436516	175.0532882	155.6986403	150.6691014	149.8562412
1369120_a_at	Lhb	Rn.10108	NM_012858	luteinizing hormone beta=chr1q22	16.04729229	15.92362774	14.08857787	16.14165184	16.23983414	15.74939348	16.29076369	15.96348142	15.6505109	23.0455911	18.27449916	15.87828875
1388471_at	Tcp11l2	Rn.101085	AA800197	t-complex 11 (mouse) like 2=chr7q13	179.4179839	215.2651432	252.6066899	297.2240752	246.3462025	272.3154519	324.9472542	742.2667957	631.7318062	396.5832909	400.7582631	843.3156976
1369927_at	Mor1	Rn.1011 /// rn.1011	NM_031151	malate dehydrogenase, mitochondrial /// malate dehydrogenase, mitochondrial=chr12q12	2601.352876	2597.201028	2635.179534	1806.70642	2278.205401	1940.712398	2251.818136	2165.691902	2685.736459	2494.587917	2446.325667	2834.357946
1374292_at	RGD1305007	Rn.101104	BF414124	similar to RIKEN cDNA 1110031I02=chr10q32.3	38.09276154	45.14754522	37.78543595	37.90330638	37.39735069	37.462795	39.19851799	43.03810577	37.46602658	39.54225317	38.23031073	37.22363325
1368988_at	Casq2	Rn.10111	AW520914	calsequestrin 2=chr2q34	5.957230683	5.927676104	5.756512491	6.045844101	6.031196405	5.82361171	6.637839904	5.854254975	5.981671371	7.447349887	6.592502271	6.115698405
1372871_at	RGD735175	Rn.101111	AA891821	hypothetical protein MGC:72616=chr9q33	118.0143985	132.5304324	133.8664841	167.181018	110.6029586	112.9547215	128.9754143	315.6395988	184.5877486	155.1455385	84.54257538	199.7902268
1375371_at	RGD1560047_predicted	Rn.101115	BI296662	similar to Ran-binding protein 2 (predicted)=chr20q11	594.7191396	407.6803715	504.6145797	546.5780846	614.1465279	671.0556963	374.3098619	381.5579756	336.2640243	276.9552822	324.4630339	573.9700913
1383172_at	RGD1560047_predicted	Rn.101115	BF543886	similar to Ran-binding protein 2 (predicted)=chr20q11	383.9799392	260.393202	463.9188346	437.7465317	417.9093252	529.920475	380.0727192	380.2714162	273.3097172	253.2811553	352.0519553	401.1595853
