Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol
1415989_at	Vcam1			vascular cell adhesion molecule 1	75.08584214	56.85053418	53.30976806	59.36752236	59.36752236	63.1821445	62.45927854	70.02911741	93.87922325	85.56476965	79.4250947	54.55089646
1415993_at	Sqle			squalene epoxidase	1518.425068	1407.559311	1246.096429	1434.49776	3045.091787	2495.580973	2310.244774	3510.20604	1060.684591	1880.564404	1638.011761	1602.912546
1415995_at	Casp6			caspase 6	598.2517908	396.9498663	364.0046323	523.2113401	619.6848983	653.2824169	613.8400639	533.9448772	373.4890147	591.8074304	498.9982688	695.2586603
1415998_at	Vdac1			voltage-dependent anion channel 1	3078.239994	2996.016803	2641.588446	3149.899317	4589.305081	4977.653186	4329.785982	4101.540048	3843.486804	3448.970324	3885.353097	3538.837989
1416016_at	Tap1			"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	240.8696813	201.8622039	172.7589927	130.6258849	158.099391	130.8914453	148.8559418	147.9518576	148.4534694	166.3329293	205.7245276	130.7142847
1416021_a_at	Fabp5 /// Gm6166			"fatty acid binding protein 5, epidermal /// predicted gene 6166"	2248.535584	9341.574384	3061.621029	5615.037724	18382.17681	14136.23198	8520.013494	5911.465028	4382.869476	1953.221705	3416.444559	2009.554515
1416022_at	Fabp5			"fatty acid binding protein 5, epidermal"	900.4191937	3859.130191	1012.969486	1929.565096	12413.39398	8103.78397	3572.528982	2182.551529	1795.973067	813.4833457	1342.428933	725.0582031
1416029_at	Klf10			Kruppel-like factor 10	89.77743668	202.5464515	135.5806987	509.2350813	136.5939713	122.5732199	223.8891803	232.6963869	64.43470328	50.63661288	76.31559526	347.6293302
1416034_at	Cd24a			CD24a antigen	194.090541	33.62095967	25.28405582	30.35427899	73.42716531	61.16226799	44.52559546	38.28716676	86.73106982	66.87879739	208.9524696	32.87828177
1416039_x_at	Cyr61			cysteine rich protein 61	139.0192638	79.37138087	89.59535291	290.3483449	67.33300747	86.14594599	83.84471826	62.50154727	39.60517371	45.62393572	54.5878511	170.0901752
1416049_at	Gldc			glycine decarboxylase	3311.708556	2739.923694	2796.138292	2613.124234	2242.449841	2376.858	2036.943149	2156.117371	2732.526932	3397.999677	3192.852077	2505.738245
1416051_at	C2			complement component 2 (within H-2S)	1878.02428	1987.900731	1827.860177	1528.742812	1172.449444	1242.732438	1136.506327	844.9112514	2087.180999	1979.842568	1971.817069	1577.09079
1416059_at	LOC100048726 /// Sec23b			similar to SEC23B /// SEC23B (S. cerevisiae)	1273.382388	1611.624581	1776.620712	1522.545893	1100.177051	1217.748086	1520.478815	1326.169992	1687.533001	1469.877286	2001.408576	1285.51435
1416062_at	Tbc1d15			"TBC1 domain family, member 15"	152.1154625	143.6103582	118.654664	122.9055283	153.7718913	157.4585186	140.4379469	128.4339676	154.1888893	154.9212246	127.2225854	108.5860528
1416064_a_at	Hspa5			heat shock protein 5	23014.09355	36319.07905	45903.92832	35540.83608	21362.75363	18963.53103	26745.89758	25750.98505	35396.76759	38652.65784	37875.57053	27000.52801
1416101_a_at	Hist1h1c			"histone cluster 1, H1c"	5413.477754	6057.261582	5951.592358	4219.832444	3258.336752	4231.284569	4237.007597	4576.915686	5569.607706	5776.940819	6614.470704	4029.988482
1416108_a_at	Tmed3			transmembrane emp24 domain containing 3	615.5042465	975.290369	1070.782685	770.6030041	726.040391	626.4328244	832.422413	810.1858061	1003.415212	939.0121402	1182.012847	661.2907906
1416110_at	Slc35a4			"solute carrier family 35, member A4"	23.78971363	20.59551076	26.08372483	17.22515428	16.05424595	16.73101424	17.17858141	17.75792366	16.70838052	17.63812133	16.64066289	26.42136322
1416114_at	Sparcl1			SPARC-like 1	103.7714667	96.3905628	62.0799289	62.1219409	48.48978662	62.0379023	87.61615507	69.50963191	62.0799289	59.04688305	100.385981	122.4074028
1416125_at	Fkbp5			FK506 binding protein 5	292.3202576	383.7396422	274.2996555	229.5672449	715.3086116	503.7496077	490.9570467	923.8808541	448.9923332	448.9923332	318.7775013	351.8908035
1416147_at	Hspa4			heat shock protein 4	420.7434494	293.9076295	425.9012046	413.9632826	233.1692936	199.417471	210.2293082	176.3030961	307.335796	253.7572093	384.259735	169.1716488
1416149_at	Olig1			oligodendrocyte transcription factor 1	41.80901067	78.78259319	47.93501571	92.36644899	36.46592285	95.87003142	171.4774431	48.42418961	14.0690499	12.36276893	16.56200005	65.84563955
1416150_a_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	2796.138292	2591.982029	3124.435841	3407.221445	2266.860662	2445.408892	3439.659403	3393.409917	3094.94917	2796.138292	3128.6618	3128.6618
1416151_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	151.6015822	171.4774431	237.7917743	242.9987361	156.8203528	185.4846513	232.6963869	249.6679806	247.4806641	192.1298675	273.1879426	225.2572921
1416152_a_at	Sfrs3			"splicing factor, arginine/serine-rich 3 (SRp20)"	344.8172168	364.497725	434.6384509	419.6058554	253.5854219	283.7424117	449.6005531	399.1051265	421.8841275	330.6453953	483.0457416	408.9500982
1416154_at	Srp54a /// Srp54b			signal recognition particle 54a /// signal recognition particle 54b	15.47277437	22.21762962	11.23738152	20.55372535	18.31956066	29.22520015	33.37155482	13.9410759	25.59400472	26.33208765	55.48188888	29.1461617
1416158_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	62.84094627	47.96745528	59.20696513	87.7942774	79.91049023	74.17653645	97.70442515	70.17148556	65.57872738	72.24395649	76.67806365	112.476282
1416159_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	750.017787	591.8074304	663.0836169	775.8365859	717.2478857	807.9952491	912.6918257	668.4917752	479.7869143	550.8321667	726.040391	715.3086116
1416160_at	Nr2f2			"nuclear receptor subfamily 2, group F, member 2"	62.54388795	33.46202849	27.07311525	63.13941549	51.71041579	42.63785628	83.73129308	58.96700439	59.52847373	56.20006913	72.43981717	71.12791654
1416164_at	Fbln5			fibulin 5	103.1412053	101.4104841	111.4908111	69.32164573	68.80740834	67.37862115	108.8805161	74.88282721	56.50524953	31.33551937	136.8716648	102.7231117
1416178_a_at	Plekhb1			"pleckstrin homology domain containing, family B (evectins) member 1"	258.7876572	323.9986519	423.6012393	343.8846716	375.0088935	434.6384509	363.5119547	392.6739275	172.9930178	182.2488625	195.5410914	275.0435003
1416181_at	Mesdc2			mesoderm development candidate 2	1209.529298	1362.565625	1419.040451	1364.408564	1177.221434	1254.563692	1148.886051	1170.865789	1357.042323	1221.05291	1282.035059	1239.368937
1416190_a_at	Sec61a1			Sec61 alpha 1 subunit (S. cerevisiae)	287.6097951	246.9785604	262.67025	278.7923183	225.7150803	261.6056701	301.1576299	328.8596056	274.2996555	243.8225923	306.920032	265.8904223
1416192_at	Napa			N-ethylmaleimide sensitive fusion protein attachment protein alpha	60.5853888	79.91049023	64.39108256	60.33984143	110.2152464	122.4902409	116.5058026	80.12713567	93.24593964	80.72597189	110.4392358	72.09738359
1416193_at	Car1			carbonic anhydrase 1	128.2602221	55.03307358	70.07650896	76.7819343	41.86564654	61.87016602	64.13011104	48.06497239	53.5992534	79.85639279	94.19750874	86.90733254
1416199_at	Kifc3			kinesin family member C3	244.3181106	296.7061458	313.2164122	304.4370214	254.4451708	295.9037152	311.9467568	296.7061458	309.0044919	207.5429333	308.1690145	331.990926
1416205_at	Glb1			"galactosidase, beta 1"	80.50770734	81.3843788	69.13421586	69.69807956	137.2427377	137.6148167	125.3420775	100.0467852	104.3348993	120.7614354	131.6021273	76.99015126
1416214_at	Mcm4			minichromosome maintenance deficient 4 homolog (S. cerevisiae)	64.56565331	68.52853783	64.04335579	46.81269766	61.78646802	73.57644163	62.96870097	58.52957915	66.02415375	58.37132856	58.37132856	49.78692474
1416216_at	Reps1			RalBP1 associated Eps domain containing protein	257.3901439	204.8907438	190.7044899	198.3405705	231.5963972	224.0406952	229.5672449	173.1102092	187.5044468	173.6971172	242.5057256	218.9433772
1416222_at	Nsdhl			NAD(P) dependent steroid dehydrogenase-like	2766.00874	2478.737875	2206.31031	2638.002104	5004.672679	5355.182402	4964.180988	6148.164283	2161.968818	2758.541558	2458.68296	2975.796179
1416235_at	Lrrc59			leucine rich repeat containing 59	105.1146541	112.4001383	131.958914	147.1528833	102.5147719	105.8286179	125.0030945	115.1727816	104.4055793	115.5632602	141.2961161	85.44901758
1416236_a_at	Mpzl2			myelin protein zero-like 2	1355.209333	1303.034891	1932.188323	2251.576843	2212.297975	2574.506148	2006.826251	2335.393596	1883.121016	1862.829605	2112.769991	2360.832547
1416250_at	Btg2			"B-cell translocation gene 2, anti-proliferative"	246.1440405	227.248191	228.6368286	83.73129308	184.6078383	98.76835659	141.4875205	83.39193735	222.0778968	304.4370214	384.259735	88.33075881
1416251_at	Mcm6			"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)"	98.83519714	57.15920715	141.2961161	61.32812761	177.0205451	262.3149095	170.6668442	114.6283431	66.6076972	55.97229508	119.2989884	42.32153354
1416258_at	Tk1			thymidine kinase 1	111.7931515	101.5478581	96.12994478	88.27096105	148.5540369	173.2273599	148.7552731	164.4298028	81.1093878	90.32603652	97.50619652	119.6224201
1416265_at	Capn10			calpain 10	283.3583684	155.026066	149.2596088	178.1023818	462.5661869	412.285525	278.4151678	238.9211896	116.9008006	186.3656288	171.9423358	197.4029857
1416273_at	Tnfaip2			"tumor necrosis factor, alpha-induced protein 2"	90.69367279	40.83015106	33.62095967	45.31613769	92.0543505	75.03501086	58.64852825	54.80999128	51.57060266	83.053957	90.38722646	112.7048664
1416303_at	Litaf			LPS-induced TN factor	2963.733478	2455.361958	2348.086759	2221.302255	2360.832547	2492.192858	2188.459545	2050.770024	2991.970012	3236.368118	2567.538154	2224.306679
1416308_at	Ugdh			UDP-glucose dehydrogenase	10580.64532	10104.63788	12805.97963	10270.15262	9572.035287	8543.1358	11306.30578	12346.37589	12130.99276	10623.70963	10930.10773	11919.367
1416318_at	Serpinb1a			"serine (or cysteine) peptidase inhibitor, clade B, member 1a"	195.5410914	60.42157978	56.23814098	140.1530179	362.5291015	533.9448772	560.6120716	328.4147241	16.9705451	129.3938286	183.7351702	136.6865047
1416332_at	Cirbp			cold inducible RNA binding protein	159.7127856	66.78827742	24.44263642	100.8627741	132.5856658	119.0569475	139.7740762	124.4964677	70.07650896	105.3283506	98.16848188	137.5217501
1416347_at	Men1			multiple endocrine neoplasia 1	192.7811256	197.5367132	189.4180494	169.6302903	146.4572701	143.6103582	126.278831	133.7575948	167.3493341	165.995463	206.7016364	211.2278129
1416350_at	Klf16			Kruppel-like factor 16	7.041671862	5.254505504	6.160498087	6.196046623	7.298884543	7.983769117	6.133450839	6.255043858	6.20234166	5.234979908	6.067381387	5.60919213
1416360_at	Snx18			sorting nexin 18	20.93282327	22.61209879	18.95019777	27.74094444	20.63738113	27.77852324	27.7597371	24.3600468	27.64722928	27.64722928	26.61882529	30.45719129
1416362_a_at	Fkbp4			FK506 binding protein 4	917.6479701	1426.753117	1479.865146	1227.680979	1115.171592	1217.748086	1180.416273	1239.368937	1252.869122	1119.710455	1377.398218	1089.794198
1416368_at	Gsta4			"glutathione S-transferase, alpha 4"	2567.538154	1592.105254	2242.449841	2075.912615	2769.769106	3154.181579	2967.76265	1680.69241	1054.958111	1555.885307	2367.223158	2242.449841
1416374_at	Ap3m1			"adaptor-related protein complex 3, mu 1 subunit"	205.4462234	304.4370214	314.0655736	261.6056701	289.1713876	390.5531266	398.0260376	300.7502236	338.3432977	342.0276146	338.8016287	232.2242785
1416375_at	Ap3m1			"adaptor-related protein complex 3, mu 1 subunit"	219.8343469	303.2031644	337.8855867	349.5170442	302.3831628	453.2675279	411.7277849	345.2843176	276.9114695	342.0276146	336.0606933	279.1699796
1416376_at	Tmem97			transmembrane protein 97	1216.103244	937.7418441	917.6479701	906.5350558	1676.155173	1743.269616	1259.669895	1444.235205	920.1358067	1103.155155	1026.779015	1039.360196
1416377_at	Pdcd7			programmed cell death 7	124.5808059	137.3357106	123.572936	113.316882	111.0389484	118.4941479	125.596809	103.0016044	109.3235952	99.17028523	133.3958524	126.8786047
1416378_at	Pnkp			polynucleotide kinase 3'- phosphatase	103.9120389	81.21926126	64.74074221	70.93560293	82.10368103	80.78065842	58.09539878	51.92084651	57.19792875	64.17351048	77.46061228	50.77392906
1416391_at	Ptcd1			pentatricopeptide repeat domain 1	58.13471429	82.2149014	89.47408624	65.84563955	89.11145546	55.33187856	67.88218038	62.29040295	60.46251142	68.9939522	53.81737058	41.24682025
1416410_at	Pafah1b3			"platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"	61.91203606	61.91203606	59.52847373	62.0379023	96.52113665	134.2109898	102.9319462	73.72602143	69.98170941	83.27912469	65.57872738	63.6112927
1416411_at	Gstm2			"glutathione S-transferase, mu 2"	662.186597	503.0677863	641.0170853	512	2811.316174	3145.644673	1438.380847	1880.564404	753.0704366	888.3115874	993.9510544	794.9751754
1416416_x_at	Gstm1			"glutathione S-transferase, mu 1"	9278.590831	9104.348074	9481.765514	9834.731838	19092.25645	22038.37148	18912.20554	16948.03039	8589.509298	10523.52197	12650.87893	16697.44799
1416418_at	Gabarapl1			gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1	4073.886298	3582.224402	3365.954594	3049.210428	3567.703482	2448.716432	3271.598518	2591.982029	3214.525322	4509.24443	3970.431252	3543.64901
1416432_at	Pfkfb3			"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"	35.2046721	164.2073621	164.5411932	82.82934069	75.08584214	117.138377	80.61676575	122.5732199	71.61098469	73.42716531	56.20006913	91.80545661
1416454_s_at	Acta2			"actin, alpha 2, smooth muscle, aorta"	429.3748858	87.49762788	335.6060702	70.93560293	78.35709461	67.33300747	61.99594713	62.16402442	117.6151422	73.327833	293.9076295	91.06274225
1416461_at	Caprin1			cell cycle associated protein 1	6805.191289	7421.113723	7718.260383	7381.04822	6008.253629	7573.371583	6359.819036	7174.139086	8394.100378	8451.079964	7686.973609	7321.329805
1416462_at	Caprin1			cell cycle associated protein 1	5855.716528	6325.439463	6659.370072	5895.465434	4601.759911	6090.183574	5219.189249	6181.537495	7068.115991	7135.406964	6632.375621	5935.525299
1416470_a_at	Rpn1			ribophorin I	1024	1329.759842	1566.446737	1257.968429	1263.079735	964.784554	1375.537733	1392.401927	1438.380847	1347.883414	1549.578364	1342.428933
1416481_s_at	Higd1a			"HIG1 domain family, member 1A"	279.5481525	371.9752959	373.9949553	280.3060358	193.8279752	236.1875322	230.5016072	240.5438326	296.3047615	322.6852895	358.1387962	259.1382196
1416484_at	Ttc3			tetratricopeptide repeat domain 3	215.2694823	130.6258849	150.2733115	120.1092124	125.3420775	210.7994072	144.2924496	120.5980693	215.7071219	202.4094728	281.8281676	214.2518721
1416488_at	Ccng2			cyclin G2	1139.59067	1646.914564	1532.881014	741.9386053	1315.440246	714.3409417	717.2478857	827.9265651	1415.209576	1229.34148	1355.209333	987.246132
1416511_a_at	Cdc42ep4			CDC42 effector protein (Rho GTPase binding) 4	127.2225854	133.1253031	166.8968598	236.1875322	201.7255482	228.6368286	204.6135675	258.0879546	200.5003577	188.7780217	202.6836634	212.9506023
1416517_at	Pnpla6			patatin-like phospholipase domain containing 6	114.0864782	125.9374019	148.7552731	124.1598578	100.0467852	119.6224201	122.9055283	85.50690366	81.77092187	103.7012159	112.476282	104.5470106
1416525_at	Spop			speckle-type POZ protein	1301.265831	1308.338377	1266.507583	1257.968429	902.8603214	1003.415212	1177.221434	1046.42268	1526.66732	1622.564372	1776.620712	1360.725175
1416532_at	Trrap			transformation/transcription domain-associated protein	204.3367661	189.0337467	193.9591465	206.1427625	344.8172168	373.4890147	337.4284949	205.7245276	141.6791842	189.931581	207.4024318	195.9386235
1416534_at	Dpf2			"D4, zinc and double PHD fingers family 2"	110.5140511	145.5677543	128.2602221	127.8268415	122.4074028	121.417116	107.853561	91.24787143	115.1727816	103.5609289	125.0877759	156.9264794
1416537_at	Creld1			cysteine-rich with EGF-like domains 1	336.0606933	480.4368496	671.2121403	362.038672	342.0276146	243.3279103	276.9114695	177.9818109	302.3831628	329.7511773	381.6673592	350.4646203
1416549_at	Slc35b4			"solute carrier family 35, member B4"	43.60099036	55.14491677	62.88347328	38.39096715	38.46901541	57.54744613	54.21957878	49.61873328	44.04596633	46.40257624	45.28549117	38.62556149
1416551_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	1442.284442	1311.879959	1932.188323	1373.679761	790.6815771	842.6268048	1011.59914	826.8065456	1018.470163	1347.883414	1214.452207	991.2636383
1416563_at	Ctps			cytidine 5'-triphosphate synthase	119.7033734	126.5354662	155.131086	149.2596088	103.4908206	176.6615176	145.4692085	134.3019089	181.1419647	119.2182259	131.7803999	140.4379469
1416590_a_at	Rab34			"RAB34, member of RAS oncogene family"	156.9264794	175.7073827	157.0327868	163.4311299	218.0560185	375.0088935	246.4776462	216.731644	152.6311905	170.0901752	115.0169758	201.7255482
1416595_at	Mrps22			mitochondrial ribosomal protein S22	1890.785512	1913.953415	1977.168347	1800.834643	1919.147657	1611.624581	1921.743402	1660.34807	1579.223885	1526.66732	1572.822336	1280.303384
1416600_a_at	Rcan1			regulator of calcineurin 1	371.9752959	707.6033167	732.9535693	402.3602569	271.7126644	366.9732262	428.2139544	324.877045	359.5962087	308.5864704	334.2458876	311.9467568
1416614_at	Eid1			EP300 interacting inhibitor of differentiation 1	178.1023818	140.4379469	150.8849394	163.6525191	228.1729564	183.8596386	179.9199057	179.0693981	249.6679806	213.0948623	253.2423714	291.1355087
1416630_at	Id3			inhibitor of DNA binding 3	2121.369182	2599.01636	2081.546396	3495.977053	1908.786461	1589.954759	1386.75768	1030.958111	1308.338377	776.8880983	1046.42268	4197.050189
1416641_at	Lig1			"ligase I, DNA, ATP-dependent"	6.900117838	7.524631859	7.027385294	6.654706321	27.98614754	7.39586556	11.65968574	7.072724177	6.643456263	5.693346873	7.041671862	6.93523611
1416645_a_at	Afp			alpha fetoprotein	35.18086378	16.87888852	32.26099433	35.61213439	125.0030945	241.0328546	105.2570459	242.5057256	27.05480616	36.24444519	54.1462305	27.7597371
1416666_at	Serpine2			"serine (or cysteine) peptidase inhibitor, clade E, member 2"	420.1742674	352.3677306	745.9675171	307.7521233	335.1520621	100.5219672	283.3583684	204.8907438	199.8228837	73.57644163	234.9120648	245.3125104
1416682_at	Ube3a			ubiquitin protein ligase E3A	208.5286788	177.2604659	161.9993259	197.5367132	225.1047984	187.2507906	141.6791842	188.3950175	266.2506062	218.0560185	196.469833	236.9882958
1416700_at	Rnd3			Rho family GTPase 3	436.4071716	663.981852	604.7663256	608.8740429	475.2615902	466.3385871	515.4776262	400.1871409	521.7966964	400.7292476	598.2517908	559.8536753
1416708_a_at	Gramd1a			GRAM domain containing 1A	37.13850922	27.89158469	30.70560236	17.49542735	53.70818265	52.20278967	39.57838941	30.80970578	30.74719719	32.34845715	44.88871834	40.44504329
1416722_at	Hmg20a			high mobility group 20A	154.1888893	144.8796343	153.8760616	136.779006	132.4960004	131.2463053	163.5418437	112.9339937	115.1727816	144.8796343	149.7656544	122.9887887
1416745_x_at	LOC640502 /// Uap1			similar to UDP-N-acetylhexosamine pyrophosphorylase /// UDP-N-acetylglucosamine pyrophosphorylase 1	10.89656114	11.57710797	18.45647329	12.21305314	10.87813251	11.87473983	11.69129633	13.7769058	11.20699821	12.70636974	12.90137564	12.00811672
1416750_at	Sigmar1			sigma non-opioid intracellular receptor 1	1172.449444	1133.430331	894.3452117	1070.782685	2218.286513	2185.503541	1589.954759	1392.401927	814.5853172	798.2102529	1022.614732	1136.506327
1416755_at	Dnajb1			"DnaJ (Hsp40) homolog, subfamily B, member 1"	485.6684639	1227.680979	2641.588446	1440.336314	652.3982039	793.8997325	937.7418441	960.8736992	745.9675171	741.9386053	676.6865954	809.0897863
1416773_at	Wee1			WEE 1 homolog 1 (S. pombe)	88.51027256	148.5540369	199.0130188	126.0226289	166.4454935	362.5291015	186.1135133	297.5105462	84.93003857	118.5743377	79.91049023	185.9876479
1416802_a_at	Cdca5			cell division cycle associated 5	7.555252648	5.373197994	5.552528912	5.249172469	5.380476706	12.78834797	5.340563599	5.376837981	5.358670096	5.362300242	5.818014935	5.362300242
1416833_at	Keg1			kidney expressed gene 1	10353.92391	12788.68229	10623.70963	6446.498325	7010.929441	5072.882397	6695.518191	7291.652031	9055.195037	5831.97977	6722.769639	7125.768999
1416840_at	Mid1ip1			Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))	734.9406806	1249.478187	1113.657584	2872.875982	1040.773198	2036.943149	1977.168347	1862.829605	1052.102829	726.040391	1040.773198	2865.120299
1416842_at	Gstm5			"glutathione S-transferase, mu 5"	584.6405151	496.9755272	497.6487467	313.2164122	832.422413	840.3485348	691.5041024	691.5041024	513.3880839	536.843959	625.5853857	421.3134024
1416846_a_at	Pdzrn3			PDZ domain containing RING finger 3	103.7714667	65.1804316	88.57023245	95.09443429	126.5354662	149.2596088	121.8287652	106.981016	74.17653645	122.6562552	87.73484282	87.49762788
1416854_at	Slc34a2			"solute carrier family 34 (sodium phosphate), member 2"	12.11834686	16.40578816	63.05400046	14.58295315	7.203175226	21.14645611	7.271762092	7.210493482	10.95201938	26.38562039	9.784695806	12.51432004
1416855_at	Gas1			growth arrest specific 1	1664.842518	1161.392575	1100.177051	1638.011761	997.9965375	1249.478187	1539.119997	791.7526606	1301.265831	1290.737579	1419.040451	1581.359866
1416885_at	1110038F14Rik			RIKEN cDNA 1110038F14 gene	55.36936226	68.25075025	58.4504003	37.64470373	61.57769672	52.41522406	48.16268776	51.53569062	38.46901541	57.89909929	63.1821445	52.69985181
1416891_at	Numb			numb gene homolog (Drosophila)	1463.929132	1398.069146	1583.509712	1377.398218	1426.753117	1415.209576	1415.209576	1377.398218	1271.6624	1299.50818	1390.521176	1331.56764
1416895_at	Efna1			ephrin A1	1301.265831	780.0495722	871.6335995	562.8938205	1066.442156	939.0121402	1190.044659	940.2841572	816.7937405	900.4191937	1047.83802	823.4555698
1416924_at	Bri3			brain protein I3	915.16686	945.3901348	945.3901348	1053.533154	947.9531833	1035.154216	1104.654885	899.2011061	787.4770127	847.2024787	935.2064048	855.2687398
1416933_at	Por			P450 (cytochrome) oxidoreductase	563.6563351	450.8194657	607.2277868	254.2729176	623.0495101	962.1753305	760.2409884	881.1250671	334.2458876	528.19323	284.5116662	503.7496077
1416946_a_at	Acaa1a /// Acaa1b			acetyl-Coenzyme A acyltransferase 1A /// acetyl-Coenzyme A acyltransferase 1B	13591.99871	16207.56794	16163.70157	17109.38165	12685.21191	18912.20554	24163.63703	12329.61388	8428.265231	8508.505307	11616.67846	13033.34701
1416950_at	Tnfaip8			"tumor necrosis factor, alpha-induced protein 8"	81.32928356	33.3489631	59.52847373	32.85602397	53.12963881	38.31310379	39.15205152	41.58323232	43.77842054	35.18086378	47.74070612	33.96408304
